Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,46,54,128,122,181,68,60,228,221,193,223
  └─ Profit from operations,44,62,130,142,160,42,132,229,214,215,189
  └─ Receivables,-2,1,-2,-1,2,-0,-3,-2,-2,0,-1
  └─ Inventory,1,-3,-3,-0,4,-5,-16,-6,3,-8,4
  └─ Payables,16,8,24,10,34,34,-48,25,-5,-8,29
  └─ Other WC items,-4,-4,-7,-15,-11,-4,-2,-13,7,-3,10
  └─ Working capital changes,12,1,12,-6,29,24,-69,4,3,-19,41
  └─ Direct taxes,-10,-9,-14,-14,-8,1,-3,-6,3,-3,-7
Cash from Investing Activity,-64,-75,-99,-129,-152,-7,-90,-152,-106,-90,-128
  └─ Fixed assets purchased,-66,-71,-101,-130,-84,-14,-93,-146,-88,-83,-129
  └─ Fixed assets sold,0,1,0,0,0,0,0,0,0,2,0
  └─ Investments sold,0,0,0,0,0,0,0,0,0,0,0
  └─ Interest received,1,0,0,2,2,3,6,5,5,1,1
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0,0,0,0
  └─ Acquisition of companies,0,0,0,0,-67,0,0,0,-21,-12,-5
  └─ Other investing items,1,-5,1,-1,-3,4,-3,-11,-3,2,5
Cash from Financing Activity,14,25,7,-25,-27,170,-130,-119,-121,-122,-86
  └─ Proceeds from shares,0,12,48,32,0,150,184,1,2,0,0
  └─ Proceeds from borrowings,34,46,94,83,120,19,17,7,31,43,80
  └─ Repayment of borrowings,-13,-23,-54,-53,-33,-111,-148,-9,-13,-14,-15
  └─ Interest paid fin,-4,-8,-48,-50,-17,-23,-5,-2,-4,-4,-9
  └─ Dividends paid,-2,-2,-3,-3,-3,0,0,0,0,0,0
  └─ Financial liabilities,0,0,-23,-31,-87,-54,-84,-116,-127,-132,-143
  └─ Share application money,0,0,0,0,0,105,0,0,0,0,0
  └─ Application money refund,0,0,0,0,0,99,0,0,0,0,0
  └─ Other financing items,-0,-1,-7,-2,-6,-15,-94,0,-10,-16,0
Net Cash Flow,-4,4,36,-32,3,231,-160,-43,-7,-19,9
  └─ Free Cash Flow,-21,-16,27,-8,97,54,-33,82,133,112,94
  └─ CFO/OP,114%,99%,115%,106%,115%,143%,47%,101%,103%,93%,119%
