Metric,Mar 2025,Mar 2026
Cash from Operating Activity,4,-11
  └─ Profit from operations,10.71,17.98
  └─ Receivables,-9.04,-6.27
  └─ Inventory,-9.96,-19.10
  └─ Payables,12.63,-1.13
  └─ Working capital changes,-6.37,-26.51
  └─ Direct taxes,-0.39,-2.54
Cash from Investing Activity,-21,-32
  └─ Fixed assets purchased,-20.71,-24.49
  └─ Fixed assets sold,0.01,1.25
  └─ Investments purchased,0.00,-1.55
  └─ Interest received,0.01,0.10
  └─ Other investing items,0.00,-7.50
Cash from Financing Activity,17,43
  └─ Proceeds from shares,5.00,45.14
  └─ Proceeds from borrowings,17.24,9.39
  └─ Repayment of borrowings,-2.94,-8.62
  └─ Interest paid fin,-2.46,-2.61
  └─ Dividends paid,0.00,-0.01
  └─ Other financing items,0.00,-0.03
Net Cash Flow,0,0
  └─ Free Cash Flow,-17,-34
  └─ CFO/OP,41%,-48%
