Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-1,41,11,17,4,6,7,24,-11
  └─ Profit from operations,18.96,21.72,19.33,26.97,17.87,18.45,19.18,22.38,20.16
  └─ Receivables,-37.80,32.85,-13.25,6.47,-16.19,-2.15,-7.42,-4.68,-11.52
  └─ Payables,0.24,-0.36,-0.22,12.79,-5.30,-3.40,1.33,-2.92,4.47
  └─ Loans Advances,4.57,0.41,-7.08,-0.64,-2.80,-4.13,-3.35,4.67,-13.59
  └─ Other WC items,21.64,-9.14,16.16,-21.33,15.73,1.97,0.87,9.07,-6.27
  └─ Working capital changes,-11.35,23.76,-4.39,-2.71,-8.56,-7.70,-8.57,6.13,-26.91
  └─ Direct taxes,-8.27,-4.75,-3.83,-7.47,-5.16,-4.34,-3.28,-4.84,-4.61
Cash from Investing Activity,-26,-10,-32,15,-16,-17,-4,-15,7
  └─ Fixed assets purchased,-1.70,-1.84,-1.91,-1.72,-3.85,-2.99,-4.00,-4.99,-3.27
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.04,0.01
  └─ Investments purchased,-56.97,-106.65,-114.45,-46.27,-63.87,-61.00,-32.25,-46.10,-31.50
  └─ Investments sold,40.23,97.30,84.26,63.01,51.31,58.81,41.34,46.27,49.67
  └─ Interest received,1.39,0.34,0.05,0.26,0.00,0.74,0.15,0.88,0.10
  └─ Dividends received,0.82,0.81,0.00,0.00,0.12,0.00,0.00,0.00,0.00
  └─ Invest in subsidiaries,-9.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investment in group cos,0.00,0.00,0.00,0.00,0.00,-12.51,-9.45,-10.75,-7.89
Cash from Financing Activity,-3,-3,-6,-0,-3,-3,-3,-3,-3
  └─ Interest paid fin,-0.39,-0.26,-0.25,-0.43,-0.35,-0.26,-0.26,-0.28,-0.26
  └─ Dividends paid,-3.01,-3.01,-6.03,0.00,-2.50,-2.50,-2.50,-2.50,-2.50
Net Cash Flow,-30,27,-27,32,-15,-13,0,6,-7
  └─ Free Cash Flow,-2,39,9,15,1,3,3,19,-15
  └─ CFO/OP,42%,229%,81%,92%,54%,64%,62%,159%,-47%
