Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-139,-141,-315,-238,-86,55,-99
  └─ Profit from operations,-129,-154,-290,-259,-87,49,-101
  └─ Receivables,-0,-4,-6,-9,-10,-12,-14
  └─ Inventory,-8,2,-12,8,-14,-13,-40
  └─ Payables,14,16,29,15,3,18,70
  └─ Other WC items,-1,25,18,8,26,16,-11
  └─ Working capital changes,5,39,29,22,5,10,5
  └─ Interest paid,-17,-20,-54,0,0,0,0
  └─ Direct taxes,-1,-2,-2,-1,-4,-5,-2
  └─ Other operating items,2,-4,3,0,0,0,0
Cash from Investing Activity,66,111,-1087,299,95,-200,-278
  └─ Fixed assets purchased,-6,-5,-11,-15,-9,-12,-41
  └─ Fixed assets sold,0,1,0,0,0,1,1
  └─ Investments purchased,0,0,-463,-1691,-612,-651,-819
  └─ Investments sold,0,0,65,1658,716,398,739
  └─ Interest received,16,35,26,82,83,108,114
  └─ Investment in group cos,0,0,0,0,0,-3,-20
  └─ Inter corporate deposits,0,0,0,-576,-392,-380,-438
  └─ Other investing items,56,80,-704,841,310,340,187
Cash from Financing Activity,220,-23,1383,-25,-30,164,435
  └─ Proceeds from shares,4,0,69,1,0,193,472
  └─ Proceeds from debentures,241,0,1340,0,0,0,0
  └─ Repayment of borrowings,-7,0,0,0,-0,0,0
  └─ Interest paid fin,-8,-10,-8,-7,-9,-10,-12
  └─ Financial liabilities,-9,-14,-19,-20,-20,-19,-26
  └─ Other financing items,0,0,0,0,-0,0,1
Net Cash Flow,147,-54,-19,36,-20,19,59
  └─ Free Cash Flow,-145,-145,-326,-253,-94,44,-139
  └─ CFO/OP,80%,54%,57%,65%,56%,-148%,38%
