Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,5,-14,4,3,1,-0,-5,-6,7
  └─ Profit from operations,,9.72,9.91,6.36,0.31,6.00,7.78,14.78,-3.00,16.95
  └─ Receivables,,-3.16,-11.59,-7.95,-3.18,1.37,-25.44,-28.16,9.26,30.50
  └─ Inventory,,1.52,-2.04,-14.00,6.49,-0.03,-11.88,-7.51,-3.68,-12.24
  └─ Payables,,-5.84,5.33,12.66,-6.89,-0.43,23.73,2.22,-2.92,-26.38
  └─ Loans Advances,,0.59,0.03,-0.32,0.41,-0.52,-0.39,-2.39,-0.21,-0.20
  └─ Operating borrowings,,5.78,1.97,0.22,-0.10,0.55,6.81,8.43,4.89,7.14
  └─ Other WC items,,-2.13,-16.43,8.77,5.80,-5.91,0.91,9.52,-7.89,-5.68
  └─ Working capital changes,,-3.23,-22.73,-0.63,2.52,-4.96,-6.26,-17.89,-0.55,-6.85
  └─ Direct taxes,,-1.86,-1.39,-1.39,0.00,-0.06,-1.53,-2.23,-2.23,-2.91
Cash from Investing Activity,,-5,-15,-4,-2,-6,-5,-41,-24,-11
  └─ Fixed assets purchased,,-5.21,-3.52,-4.84,-0.52,-0.31,-0.83,-0.43,-9.17,-4.82
  └─ Capital WIP,,-0.12,-11.14,-0.84,-1.15,-3.77,-3.85,-1.44,-14.45,-5.39
  └─ Investments purchased,,0.00,0.00,0.00,-0.40,-1.50,0.00,-37.92,0.00,0.00
  └─ Investments sold,,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.05,0.15
  └─ Interest received,,0.06,0.07,0.00,0.00,0.00,0.07,0.08,0.15,0.22
  └─ Other investing items,,0.00,-0.45,0.70,0.08,0.08,-0.15,-1.58,-0.81,-0.83
Cash from Financing Activity,,-0,31,-2,-0,7,8,79,-0,1
  └─ Proceeds from shares,,1.86,27.30,0.00,0.00,5.00,4.03,84.71,0.00,0.00
  └─ Proceeds from borrowings,,0.00,5.84,0.15,2.03,3.92,6.29,0.00,4.53,6.03
  └─ Repayment of borrowings,,-0.35,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.00
  └─ Interest paid fin,,-1.70,-1.75,-1.71,-2.23,-2.19,-2.73,-5.32,-4.70,-4.89
  └─ Other financing items,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00
Net Cash Flow,,-1,2,-1,1,2,3,33,-30,-2
  └─ Free Cash Flow,,-1,-29,-1,1,-3,-5,-7,-29,-3
  └─ CFO/OP,,67%,-106%,74%,312%,16%,18%,-20%,110%,73%
