Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,-7.04,2.57,3.17,1.86,-0.68,-0.47,-4.56,-0.66
  └─ Profit from operations,,6.10,3.92,2.42,3.74,4.53,5.26,5.86,6.38
  └─ Receivables,,1.57,-1.45,0.83,-0.24,-2.44,-2.12,-2.95,-3.91
  └─ Inventory,,-12.68,-2.92,-1.38,-2.31,-2.37,-4.46,-5.22,-4.12
  └─ Payables,,0.83,0.95,0.29,0.36,1.29,-0.03,0.96,2.60
  └─ Loans Advances,,0.00,0.00,2.88,-0.53,-0.61,-0.13,-2.29,0.38
  └─ Operating borrowings,,0.00,5.78,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,,-1.46,-2.81,-1.74,1.06,-0.77,1.39,-0.52,-1.38
  └─ Working capital changes,,-11.75,-0.45,0.89,-1.66,-4.90,-5.35,-10.02,-6.43
  └─ Direct taxes,,-1.39,-0.89,-0.14,-0.22,-0.31,-0.37,-0.40,-0.61
Cash from Investing Activity,,-4.69,-4.52,-1.01,-2.73,-1.33,0.12,-4.17,-5.46
  └─ Fixed assets purchased,,-4.79,-4.38,-0.52,-1.88,-1.70,-0.60,-3.89,-4.10
  └─ Other investing items,,0.10,-0.14,-0.49,-0.86,0.37,0.71,-0.28,-1.36
Cash from Financing Activity,,0.38,1.11,-1.04,-0.17,2.14,0.41,9.48,5.66
  └─ Proceeds from shares,,1.47,0.70,0.00,0.00,0.00,0.00,8.01,0.00
  └─ Proceeds from borrowings,,0.00,0.42,1.61,1.63,2.89,1.06,1.55,5.68
  └─ Repayment of borrowings,,-1.08,0.00,-1.71,-1.64,-0.18,-0.65,-0.08,-0.02
  └─ Other financing items,,0.00,0.00,-0.95,-0.15,-0.58,0.00,0.00,0.00
Net Cash Flow,,-11.34,-0.83,1.12,-1.04,0.13,0.06,0.75,-0.46
  └─ Free Cash Flow,,-11.83,-1.81,2.65,-0.02,-2.38,-1.07,-8.45,-4.76
  └─ CFO/OP,,-85%,80%,117%,56%,-11%,-2%,-66%,-1%
