Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0.00,225.45,249.50,132.25,1712.04,466.90,813.22,93.46,311.76,174.98,-27.09
  └─ Profit from operations,0.00,-56.94,51.81,47.86,68.32,33.97,230.59,72.69,-17.23,1354.24,-22.74
  └─ Receivables,0.00,0.00,-7.12,1.12,5.89,-0.02,-1.54,0.98,0.06,-1.68,-4.85
  └─ Payables,0.00,1.56,2.92,2.99,3.90,-6.63,1.18,-3.63,-1.00,1.48,3.17
  └─ Loans Advances,0.00,-110.58,57.96,6.16,1.81,20.52,23.17,5.64,0.32,0.21,0.00
  └─ Other WC items,0.00,402.57,145.58,74.71,1620.77,430.26,563.98,2.46,328.37,-1179.03,0.19
  └─ Working capital changes,0.00,293.55,199.34,84.98,1632.38,444.13,586.79,5.45,327.75,-1179.02,-1.49
  └─ Direct taxes,0.00,-11.16,-1.64,-0.59,11.35,-11.20,-4.16,15.32,1.24,-0.24,0.00
  └─ Other operating items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.86
Cash from Investing Activity,0.00,-2616.94,-75.81,-126.40,7.00,15.48,-164.47,22.07,19.66,-3.24,56.34
  └─ Fixed assets purchased,0.00,-2591.57,-169.05,0.00,-14.14,-0.15,-0.03,-0.16,-0.01,0.00,0.00
  └─ Fixed assets sold,0.00,0.00,0.00,11.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,0.00,-48.97,0.00,0.00,0.00,0.00,-164.44,0.00,0.00,-3.24,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,21.14,15.63,0.00,22.24,19.67,0.00,21.75
  └─ Interest received,0.00,0.00,7.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Dividends received,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.60
  └─ Acquisition of companies,0.00,-0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,24.35,85.46,-137.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Financing Activity,0.00,2434.21,-195.23,-21.06,-1723.12,-480.90,-647.08,-113.93,-328.00,-161.43,-32.18
  └─ Proceeds from shares,0.00,47.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,2386.29,17.73,267.10,45.02,44.28,3.76,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,0.00,0.00,-110.00,-1568.27,-77.16,-522.53,-12.85,0.00,0.00,-32.18
  └─ Interest paid fin,0.00,0.00,-212.96,-193.25,-214.96,-463.13,-128.32,-101.08,-328.00,-161.43,0.00
  └─ Other financing items,0.00,0.00,0.00,15.09,15.09,15.09,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,0.00,42.72,-21.54,-15.21,-4.08,1.47,1.67,1.60,3.42,10.31,-2.94
  └─ Free Cash Flow,0.00,-2366.12,80.45,143.28,1697.90,466.75,813.19,93.30,311.75,174.98,-27.09
  └─ CFO/OP,,-35%,-196%,-102%,-1443%,-261%,29831%,-14470%,-4213%,-3720%,1782%
