Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2,17,-2,-26,1
  └─ Profit from operations,14.34,21.53,21.55,30.01,39.00
  └─ Receivables,-15.14,1.42,-0.45,-40.57,-3.24
  └─ Inventory,10.36,-0.20,-11.54,-8.54,-32.53
  └─ Payables,-14.11,3.44,-3.84,4.31,3.11
  └─ Loans Advances,4.83,-0.79,2.30,0.92,-1.47
  └─ Other WC items,2.28,-6.56,-8.42,-7.95,3.15
  └─ Working capital changes,-11.77,-2.68,-21.96,-51.83,-30.99
  └─ Direct taxes,-0.75,-1.52,-1.25,-3.90,-6.56
Cash from Investing Activity,-8,-6,-2,-2,-9
  └─ Fixed assets purchased,-7.38,-7.70,-1.61,-2.07,-7.21
  └─ Capital WIP,-0.42,1.15,-0.18,-0.30,0.61
  └─ Interest received,0.12,0.23,0.21,0.29,0.06
  └─ Investment in group cos,0.00,-0.05,0.00,0.00,0.00
  └─ Other investing items,-0.08,0.01,-0.10,0.00,-2.50
Cash from Financing Activity,9,-7,-4,48,3
  └─ Proceeds from borrowings,12.17,2.05,10.03,18.40,22.55
  └─ Repayment of borrowings,-5.45,-1.81,-3.74,-2.04,-9.78
  └─ Interest paid fin,-6.14,-8.59,-9.39,-11.47,-11.73
  └─ Dividends paid,-0.00,-0.00,-0.60,-0.00,-0.00
  └─ Share application money,9.50,1.90,-0.00,-0.00,-0.78
  └─ Other financing items,-1.01,-0.61,-0.20,42.89,2.64
Net Cash Flow,3,4,-7,20,-5
  └─ Free Cash Flow,-6,11,-3,-28,-5
  └─ CFO/OP,19%,100%,-2%,-76%,22%
