Metric,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011
Cash from Operating Activity,3,0,-6,1,14
  └─ Profit from operations,5.39,3.79,4.92,8.36,6.46
  └─ Receivables,-0.31,-3.35,-3.17,-14.53,6.95
  └─ Inventory,-2.72,2.96,-7.46,-20.32,5.53
  └─ Payables,1.98,-1.50,2.12,31.05,-8.43
  └─ Loans Advances,-0.17,-0.12,0.37,-0.11,1.07
  └─ Working capital changes,-1.22,-2.01,-8.14,-3.91,5.12
  └─ Direct taxes,-0.76,-1.51,-3.16,-3.26,2.65
  └─ Exceptional CF items,-0.09,-0.06,0.00,0.00,0.00
Cash from Investing Activity,0,0,-0,0,0
  └─ Fixed assets purchased,-0.12,-0.17,-0.17,-0.02,-0.40
  └─ Fixed assets sold,0.13,0.19,0.04,0.01,0.00
  └─ Interest received,0.00,0.00,0.07,0.49,0.40
Cash from Financing Activity,-4,-0,6,2,3
  └─ Proceeds from shares,0.00,2.64,9.90,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.00,4.08,5.24
  └─ Repayment of borrowings,-4.17,-2.21,-1.87,0.00,0.00
  └─ Interest paid fin,-0.68,-0.59,-0.20,-0.18,-1.06
  └─ Dividends paid,-1.15,0.00,-0.50,-1.51,-1.51
  └─ Share application money,2.20,0.00,0.00,0.00,0.00
  └─ Other financing items,0.00,-0.26,-0.99,0.00,0.00
Net Cash Flow,-0,-0,-0,4,17
  └─ Free Cash Flow,3,0,-7,1,14
  └─ CFO/OP,76%,47%,-66%,53%,179%
