Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2,3,-3,0,-3,-8
  └─ Profit from operations,3.55,6.23,7.99,17.08,18.37,13.61
  └─ Receivables,-10.90,-14.51,-4.96,-10.46,4.47,-13.34
  └─ Inventory,-6.61,-6.68,-9.98,7.82,-11.34,-5.26
  └─ Payables,16.58,16.23,0.75,-12.13,-4.34,12.43
  └─ Loans Advances,0.00,-0.53,-0.04,0.33,-2.16,0.00
  └─ Other WC items,0.00,3.43,5.75,2.33,-3.14,-12.54
  └─ Working capital changes,-0.93,-2.07,-8.47,-12.12,-16.49,-18.71
  └─ Direct taxes,-0.79,-1.53,-2.05,-4.80,-4.38,-2.98
Cash from Investing Activity,-2,-2,-0,-2,-6,-17
  └─ Fixed assets purchased,-0.62,-3.99,-0.35,-1.36,-3.83,-18.79
  └─ Other investing items,-1.57,1.57,0.00,-0.14,-1.97,1.97
Cash from Financing Activity,1,1,2,2,9,24
  └─ Proceeds from shares,0.00,0.00,0.76,0.00,0.00,36.30
  └─ Proceeds from borrowings,1.42,0.85,2.40,2.54,9.91,0.00
  └─ Repayment of borrowings,0.00,0.00,-0.69,0.00,0.00,-11.11
  └─ Interest paid fin,0.00,-0.33,-0.39,-0.60,-0.80,-1.05
  └─ Other financing items,-0.15,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,1,1,-1,1,1,-1
  └─ Free Cash Flow,1,-1,-3,-1,-6,-27
  └─ CFO/OP,167%,249%,-26%,37%,11%,-43%
