Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,59,58,76,28,23,49,99
  └─ Profit from operations,100,105,121,56,45,84,95
  └─ Receivables,-15,-17,-8,-24,-29,-30,28
  └─ Inventory,-19,0,-28,22,-1,-5,-7
  └─ Payables,12,-14,15,-12,20,8,6
  └─ Loans Advances,-0,-0,0,0,0,0,0
  └─ Other WC items,-5,5,6,-8,-2,10,-6
  └─ Working capital changes,-27,-26,-16,-21,-11,-18,21
  └─ Direct taxes,-14,-21,-29,-8,-12,-17,-18
Cash from Investing Activity,-45,-44,-58,-23,-33,-44,-141
  └─ Fixed assets purchased,-67,-40,-58,-14,-27,-24,-143
  └─ Fixed assets sold,0,0,0,0,1,1,0
  └─ Capital WIP,0,0,-2,-7,0,0,0
  └─ Investments purchased,0,-3,-1,-5,-0,0,-3
  └─ Investments sold,10,0,0,0,0,1,0
  └─ Interest received,3,2,2,3,4,4,4
  └─ Dividends received,0,0,0,0,0,0,0
  └─ Other investing items,9,-4,0,0,-12,-26,0
Cash from Financing Activity,-10,-3,-14,-16,5,-9,46
  └─ Proceeds from shares,0,0,0,0,0,0,0
  └─ Proceeds from debentures,0,0,0,0,3,0,0
  └─ Proceeds from borrowings,0,11,3,5,8,0,56
  └─ Repayment of borrowings,-3,0,0,0,0,-2,0
  └─ Interest paid fin,-2,-1,-2,-4,-2,-2,-2
  └─ Dividends paid,-6,-13,-15,-17,-4,-4,-7
  └─ Financial liabilities,0,0,0,0,0,-0,-1
Net Cash Flow,3,10,4,-11,-5,-3,3
  └─ Free Cash Flow,-8,19,16,7,-2,26,-45
  └─ CFO/OP,75%,76%,90%,65%,79%,82%,128%
