Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,21,6,5,9,11
  └─ Profit from operations,10.95,11.48,12.38,13.17,15.41
  └─ Receivables,-0.53,-0.21,-2.50,-0.13,-1.04
  └─ Payables,0.21,-0.20,0.37,-0.07,-0.04
  └─ Loans Advances,-0.13,0.02,0.12,-0.26,-0.16
  └─ Other WC items,13.12,-0.92,-0.62,1.43,2.54
  └─ Working capital changes,12.67,-1.31,-2.63,0.97,1.29
  └─ Direct taxes,-3.08,-3.84,-4.38,-4.67,-5.56
Cash from Investing Activity,1,4,4,4,3
  └─ Fixed assets purchased,-0.28,-0.53,-0.46,-0.68,-1.33
  └─ Investments purchased,-0.01,0.00,0.00,-0.91,-2.91
  └─ Investments sold,0.00,1.31,0.00,0.00,0.00
  └─ Interest received,1.21,2.68,3.68,5.56,6.61
  └─ Dividends received,0.33,0.27,0.32,0.32,0.38
Cash from Financing Activity,19,-13,0,0,0
  └─ Proceeds from shares,8.81,0.00,0.00,0.00,0.00
  └─ Other financing items,10.45,-12.56,0.00,0.00,0.01
Net Cash Flow,41,-3,9,14,14
  └─ Free Cash Flow,20,6,5,9,10
  └─ CFO/OP,216%,90%,82%,117%,116%
