Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-20,-25,2,5,-56,-150,-112,-111
  └─ Profit from operations,24,26,25,47,83,109,94,137
  └─ Receivables,-16,-39,-14,-4,-99,-62,-52,-80
  └─ Inventory,-41,-25,-35,-15,-65,-193,-141,-292
  └─ Payables,10,22,19,-3,33,5,6,99
  └─ Other WC items,7,-3,11,-15,2,17,-15,40
  └─ Working capital changes,-39,-45,-19,-37,-128,-234,-202,-233
  └─ Direct taxes,-5,-6,-5,-6,-11,-26,-3,-15
Cash from Investing Activity,-23,-28,-14,-11,-3,-48,-35,-146
  └─ Fixed assets purchased,-19,-36,-11,-7,-8,-16,-27,-138
  └─ Fixed assets sold,0,0,0,0,0,1,2,2
  └─ Investments purchased,-6,0,-9,-10,-1,-40,-12,-19
  └─ Investments sold,0,4,0,0,0,0,0,2
  └─ Interest received,1,1,2,3,3,5,5,6
  └─ Redemp n Canc of Shares,1,2,4,2,3,3,1,2
  └─ Other investing items,0,1,0,0,-1,-1,-4,0
Cash from Financing Activity,34,54,13,15,75,266,56,267
  └─ Proceeds from shares,1,1,0,0,0,181,0,0
  └─ Proceeds from borrowings,37,61,26,23,91,107,92,317
  └─ Repayment of borrowings,0,-2,-5,0,-4,-2,-8,0
  └─ Interest paid fin,-4,-6,-7,-7,-11,-19,-26,-53
  └─ Financial liabilities,0,0,0,-0,-1,-1,-2,-4
  └─ Other financing items,0,0,0,0,0,0,-0,6
Net Cash Flow,-9,1,2,8,15,68,-91,10
  └─ Free Cash Flow,-39,-61,-8,-1,-64,-165,-137,-248
  └─ CFO/OP,-67%,-81%,29%,22%,-52%,-118%,-114%,-84%
