Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,144,169,199,65,239,285,21,95,134,225,169,-349
  └─ Profit from operations,270,239,226,239,266,224,66,160,56,156,-23,-555
  └─ Receivables,0,0,0,0,0,0,0,0,0,0,0,316
  └─ Inventory,0,0,0,0,0,0,0,0,0,0,0,233
  └─ Payables,0,0,0,0,0,0,0,0,0,0,0,-342
  └─ Loans Advances,0,0,0,0,0,0,0,0,0,0,0,1
  └─ Other WC items,-119,-62,-20,-161,-13,70,-41,-65,78,69,192,-2
  └─ Working capital changes,-119,-62,-20,-161,-13,70,-41,-65,78,69,192,206
  └─ Direct taxes,-6,-9,-7,-13,-14,-9,-4,0,0,0,0,0
Cash from Investing Activity,-60,-77,-18,-29,-26,-33,-29,17,52,-17,-42,1208
  └─ Fixed assets purchased,-80,-82,-53,-33,-38,-55,-31,-25,-30,-29,-44,-12
  └─ Fixed assets sold,0,0,28,0,2,19,0,40,80,0,0,20
  └─ Investments purchased,0,0,0,-0,0,0,-0,0,0,0,0,-399
  └─ Investments sold,0,-0,0,0,0,0,0,0,0,0,0,334
  └─ Subsidy received,1,0,0,0,0,0,0,0,0,0,0,0
  └─ Interest received,20,6,7,5,6,3,3,2,2,12,1,7
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0,0,0,0,3
  └─ Other investing items,0,0,0,-2,4,0,0,0,0,0,0,1254
Cash from Financing Activity,-61,-89,-204,-40,-201,-252,11,-119,-186,-205,-128,-767
  └─ Proceeds from borrowings,66,32,3,78,2,0,125,167,3,0,0,0
  └─ Repayment of borrowings,0,0,0,0,-53,-125,-1,-207,-109,-119,-54,-582
  └─ Corporate loans,0,0,0,0,0,0,0,0,0,0,0,-67
  └─ Interest paid fin,-126,-123,-117,-115,-148,-126,-112,-79,-79,-87,-75,-36
  └─ Dividends paid,-2,-3,-3,-1,-1,-1,-1,0,0,0,0,0
  └─ Other financing items,0,5,-87,-1,0,0,0,0,0,0,0,-81
Net Cash Flow,23,3,-23,-4,12,-0,4,-8,-0,2,-1,93
  └─ Free Cash Flow,64,87,174,32,204,249,-10,110,183,195,126,-341
  └─ CFO/OP,56%,74%,92%,33%,96%,134%,23%,60%,252%,148%,-574%,594%
