Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-8,-1,-18,27,27,89,-7,48,-3,-44,-33,53
  └─ Profit from operations,-1,4,25,40,33,71,55,66,-19,44,68,98
  └─ Receivables,-12,-30,-21,-37,0,-30,-49,13,0,-45,-89,19
  └─ Inventory,0,-2,4,-0,1,1,0,0,0,-0,0,-0
  └─ Payables,4,21,27,29,-9,20,37,-21,-26,29,70,27
  └─ Loans Advances,1,6,0,0,0,0,0,0,0,0,0,0
  └─ Operating Deposits,0,0,0,0,-8,4,14,-21,13,-16,-23,20
  └─ Other WC items,0,0,-53,-3,17,28,-76,10,29,-54,-50,-95
  └─ Working capital changes,-6,-5,-43,-11,2,23,-74,-19,15,-86,-92,-29
  └─ Direct taxes,-0,-0,-0,-2,-8,-5,13,1,1,-2,-9,-16
Cash from Investing Activity,-12,-2,-4,-29,-19,-11,-33,-49,-18,-14,-34,-159
  └─ Fixed assets purchased,-3,-2,-17,-16,-24,-14,-37,-42,-1,-29,-19,-61
  └─ Fixed assets sold,7,0,10,0,0,0,0,0,0,0,0,0
  └─ Investments purchased,0,0,0,0,0,0,0,-6,-14,-47,-100,-58
  └─ Investments sold,0,0,0,0,0,0,0,0,1,57,86,78
  └─ Interest received,0,1,1,1,3,2,5,1,2,2,2,4
  └─ Redemp n Canc of Shares,0,0,2,0,0,0,0,0,0,0,0,0
  └─ Acquisition of companies,0,0,0,0,0,0,0,-0,0,0,0,0
  └─ Inter corporate deposits,0,0,0,0,0,0,0,0,-12,0,-1,0
  └─ Other investing items,-17,-1,1,-14,2,1,-1,-1,7,3,-2,-123
Cash from Financing Activity,18,9,42,-17,-15,-17,1,6,10,49,78,124
  └─ Proceeds from shares,0,0,86,36,0,0,0,2,0,38,39,2
  └─ Proceeds from borrowings,0,0,27,5,0,0,3,5,12,3,7,142
  └─ Repayment of borrowings,0,0,-55,-25,-19,-6,-0,-0,-1,-1,-4,-7
  └─ Proceeds from deposits,0,0,0,35,60,16,0,0,0,0,0,0
  └─ Interest paid fin,-5,-5,-19,-8,-1,-3,-1,-0,-1,-2,-3,-7
  └─ Dividends paid,0,0,0,0,0,0,0,0,0,0,0,-4
  └─ Financial liabilities,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
  └─ Other financing items,23,14,2,-60,-56,-23,0,0,0,12,39,0
Net Cash Flow,-2,5,20,-19,-7,61,-39,5,-11,-9,11,17
  └─ Free Cash Flow,-3,-3,-25,11,4,75,-43,6,-4,-73,-52,-8
  └─ CFO/OP,134%,4%,112%,72%,105%,141%,-36%,71%,17%,-100%,-37%,72%
