Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1094,637,701,785,964,1420,1659,1662,2375,1634,1806,2721
  └─ Profit from operations,1121,717,762,912,993,1661,2119,2108,2434,1977,1963,3093
  └─ Receivables,182,99,-48,-44,-120,-2,-195,-147,-97,-10,1,616
  └─ Inventory,-4,-0,-0,-15,-13,23,-6,-1,-8,3,-5,-541
  └─ Payables,-97,-173,66,-20,62,16,104,1,269,-15,33,414
  └─ Loans Advances,-13,-19,-21,-3,2,5,-2,-3,-0,1,2,0
  └─ Other WC items,51,71,-9,59,40,-3,56,140,239,1,123,-518
  └─ Working capital changes,119,-22,-12,-23,-29,39,-44,-10,403,-20,154,-29
  └─ Direct taxes,-146,-58,-49,-104,-0,-280,-418,-438,-484,-323,-312,-343
  └─ Advance tax,0,0,0,0,0,0,1,1,23,0,0,0
Cash from Investing Activity,-365,375,-458,-430,-612,-466,-614,-1294,-1039,-879,-1921,-2097
  └─ Fixed assets purchased,-355,-559,-481,-455,-538,-596,-756,-1366,-1087,-837,-752,-953
  └─ Fixed assets sold,2,0,0,0,7,0,0,0,0,0,1,1
  └─ Investments purchased,-2919,0,0,0,0,0,0,0,0,-100,0,0
  └─ Investments sold,2663,937,0,0,0,0,0,0,0,0,0,0
  └─ Interest received,50,27,20,25,88,58,43,33,50,61,112,435
  └─ Dividends received,55,11,0,0,0,0,0,0,0,2,2,82
  └─ Other investing items,140,-42,2,0,-170,71,98,40,-3,-4,-1284,-1662
Cash from Financing Activity,-563,-1224,-251,-273,-349,-502,-1318,-628,-678,-514,-474,-417
  └─ Proceeds from shares,0,0,4,0,0,0,0,0,0,0,0,0
  └─ Proceeds from borrowings,133,1278,1100,50,0,0,0,0,0,0,0,90
  └─ Repayment of borrowings,-209,-2167,-1082,-75,-114,-215,-1102,-419,-478,0,0,-17
  └─ Interest paid fin,-487,-252,-232,-199,-195,-191,-117,-53,-38,-27,-30,-256
  └─ Dividends paid,-0,-83,-41,-50,-67,-84,-86,-137,-138,-457,-389,-184
  └─ Financial liabilities,0,0,0,0,0,-13,-13,-19,-25,-29,-55,-50
  └─ Other financing items,0,0,0,0,26,0,0,0,0,0,0,0
Net Cash Flow,166,-212,-9,82,3,451,-273,-260,658,241,-589,206
  └─ Free Cash Flow,741,79,220,330,434,824,903,295,1289,797,1055,1768
  └─ CFO/OP,112%,94%,98%,97%,97%,103%,99%,100%,117%,103%,111%,100%
