Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,5,46,28,35,-10,11,12,4,14
  └─ Profit from operations,29.73,51.92,34.90,31.70,26.55,-20.15,0.29,-35.17,-4.45
  └─ Receivables,-24.20,-20.88,-9.02,14.46,-18.38,33.81,10.25,32.73,0.49
  └─ Inventory,9.63,-27.51,9.00,2.91,-3.22,2.93,3.45,25.38,2.22
  └─ Payables,-2.12,43.28,4.35,-1.72,4.73,-13.28,-0.88,-19.97,-6.07
  └─ Loans Advances,-1.47,-5.49,0.99,-7.73,-11.36,0.00,2.99,-2.85,2.85
  └─ Other WC items,-3.47,8.43,-4.13,-0.64,-4.52,10.29,-3.88,3.97,19.24
  └─ Working capital changes,-21.63,-2.17,1.18,7.28,-32.76,33.75,11.93,39.26,18.72
  └─ Interest paid,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00
  └─ Direct taxes,-2.91,-3.65,-8.58,-4.13,-3.70,-1.91,-0.33,-0.12,0.00
Cash from Investing Activity,-28,-28,-18,-5,-3,-10,-1,2,0
  └─ Fixed assets purchased,-26.74,-29.42,-17.86,-11.32,-3.69,-10.61,-1.95,-0.01,-0.02
  └─ Fixed assets sold,0.00,0.10,0.08,0.02,0.30,0.00,0.03,0.71,0.02
  └─ Investments purchased,-0.18,-0.47,-0.44,-0.50,-0.09,-0.37,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.78,0.27,0.63,0.00
  └─ Interest received,0.52,0.49,0.42,0.45,0.37,0.55,0.59,0.26,0.00
  └─ Other investing items,-1.86,1.66,-0.54,6.35,0.04,0.02,0.00,0.00,0.00
Cash from Financing Activity,38,-33,-4,-24,11,-0,-11,-16,-14
  └─ Proceeds from shares,69.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,7.35,0.00,12.08,2.02,26.07,7.97,3.10,15.35,0.00
  └─ Repayment of borrowings,-21.68,-24.49,-7.35,-17.26,-7.32,0.00,-4.69,-20.21,-2.88
  └─ Interest paid fin,-7.92,-8.70,-9.21,-9.03,-7.49,-8.19,-9.13,-10.76,-11.56
  └─ Other financing items,-9.78,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,15,-15,5,6,-2,1,0,-10,-0
  └─ Free Cash Flow,-22,17,10,24,-13,1,10,5,14
  └─ CFO/OP,26%,94%,101%,122%,-22%,-74%,582%,-12%,-578%
