Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,9,21,14,12,24,-0,28,29,26,17,13
  └─ Profit from operations,22.72,30.16,24.04,22.61,19.60,31.39,46.60,8.86,7.96,10.87,12.86
  └─ Receivables,-6.58,2.30,-13.85,10.93,-4.23,-0.81,2.47,5.35,1.53,7.74,3.67
  └─ Inventory,-1.09,-3.42,1.60,-8.33,-9.34,-42.10,-5.92,33.86,-6.03,-1.43,-8.11
  └─ Payables,-8.08,0.00,11.00,-14.57,8.23,10.88,-2.30,-20.76,11.02,3.08,15.57
  └─ Loans Advances,2.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,0.33,-7.67,-8.66,3.41,10.82,1.89,-6.92,1.62,10.00,-3.49,-11.00
  └─ Working capital changes,-12.70,-8.78,-9.91,-8.56,5.47,-30.13,-12.66,20.07,16.52,5.91,0.13
  └─ Direct taxes,-0.68,0.00,-0.46,-1.75,-0.60,-1.61,-5.47,-0.21,1.07,0.02,-0.04
Cash from Investing Activity,-5,-0,-0,-1,-29,-1,-46,-18,1,-0,-6
  └─ Fixed assets purchased,-1.68,-0.94,-2.43,-3.61,-23.89,-1.72,-46.33,-17.49,-4.44,-2.67,-6.15
  └─ Fixed assets sold,0.23,0.00,0.00,1.38,1.41,0.50,0.08,0.36,4.25,0.69,0.12
  └─ Capital WIP,0.00,0.00,0.00,0.00,0.00,-0.26,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,-0.40,-0.01,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.19,1.10,0.00
  └─ Interest received,0.39,0.40,0.95,0.98,0.86,0.14,0.19,0.31,1.31,0.33,0.36
  └─ Dividends received,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00
  └─ Other investing items,-4.00,0.07,1.52,0.00,-8.00,0.00,0.00,-0.82,0.00,0.12,0.00
Cash from Financing Activity,-9,-20,-15,-12,5,2,21,-14,-27,-16,-7
  └─ Proceeds from borrowings,44.12,0.00,0.00,0.88,14.02,28.22,37.37,4.59,5.80,2.63,4.30
  └─ Repayment of borrowings,-40.69,-7.73,-3.74,-3.73,-5.18,-16.88,-1.57,-2.88,-19.10,-7.61,0.00
  └─ Corporate loans,0.00,0.00,0.00,0.00,5.16,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,-11.09,-11.10,-9.16,-8.30,-8.32,-9.66,-12.09,-12.70,-12.98,-11.35,-11.31
  └─ Dividends paid,-0.85,-1.03,-2.05,-1.03,-1.03,0.00,-1.71,-2.13,0.00,0.00,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,-1.09,-1.26,-0.62,-0.08,-0.14
  └─ Other financing items,-0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-5,1,-2,-1,0,0,3,-3,-0,-0,0
  └─ Free Cash Flow,8,20,11,10,2,-2,-18,12,25,15,7
  └─ CFO/OP,42%,61%,56%,62%,125%,4%,72%,334%,331%,166%,113%
