Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-125,59,87,-7,25,6,10,36,0,7
  └─ Profit from operations,2.92,6.37,1.72,6.17,19.98,25.92,7.13,15.55,16.25,9.92
  └─ Receivables,21.13,-9.21,3.71,13.74,-2.31,-1.77,-4.20,-2.51,-4.54,29.77
  └─ Inventory,-3.60,1.05,9.24,-9.56,-11.27,-7.32,29.45,-0.86,-8.32,5.73
  └─ Payables,-18.76,6.43,-8.96,-9.97,8.39,10.08,-31.09,33.18,4.12,-27.03
  └─ Loans Advances,-17.48,23.54,11.77,0.00,0.00,0.00,0.00,0.00,0.00,-20.50
  └─ Other WC items,-108.49,31.10,70.03,-7.07,9.96,-16.28,12.37,-11.60,-4.29,9.16
  └─ Working capital changes,-127.20,52.92,85.79,-12.86,4.76,-15.29,6.53,18.20,-13.03,-2.87
  └─ Direct taxes,-0.33,-0.19,-0.29,-0.37,-0.04,-4.21,-3.16,2.72,-2.75,-0.26
Cash from Investing Activity,124,-64,-79,-14,-20,-41,-38,-29,-16,9
  └─ Fixed assets purchased,-4.00,-9.71,-50.94,-12.48,-19.64,-30.54,-7.10,-12.69,-6.09,-3.69
  └─ Fixed assets sold,0.24,0.21,0.74,0.14,0.00,0.11,1.11,1.17,1.44,0.90
  └─ Investments purchased,0.00,-25.81,-38.93,-30.18,0.00,-6.75,-2.92,-10.51,-86.98,0.00
  └─ Investments sold,121.67,0.00,0.00,0.00,51.99,0.00,0.00,0.00,0.00,7.00
  └─ Interest received,5.18,5.18,4.18,4.40,6.48,9.93,16.42,11.77,9.36,5.52
  └─ Other investing items,0.64,-33.57,5.45,24.20,-58.69,-13.84,-45.53,-18.35,66.39,-0.43
Cash from Financing Activity,3,3,-8,22,4,27,27,-9,17,-18
  └─ Proceeds from shares,0.00,0.00,0.00,24.93,0.00,0.00,47.54,0.00,0.00,0.00
  └─ Proceeds from borrowings,3.79,5.31,0.00,0.02,7.13,30.41,0.00,0.00,22.74,0.58
  └─ Repayment of borrowings,0.00,0.00,-6.68,-0.16,-0.04,0.00,-16.31,-6.00,0.00,-14.46
  └─ Interest paid fin,-1.20,-2.53,-1.27,-3.13,-2.89,-3.52,-3.89,-3.29,-5.78,-4.00
Net Cash Flow,2,-2,-0,1,9,-8,-0,-1,2,-2
  └─ Free Cash Flow,-128,50,37,-19,5,-24,5,25,-4,4
  └─ CFO/OP,-6340%,3706%,-67315%,-798%,132%,41%,191%,298%,25%,81%
