Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,4,-14,-8,-5,-49
  └─ Profit from operations,16,29,36,47,50
  └─ Receivables,2,-32,-24,-17,-149
  └─ Inventory,-14,-10,-17,-0,-14
  └─ Payables,10,12,5,-6,89
  └─ Loans Advances,-0,-0,-0,-0,-0
  └─ Other WC items,-3,-7,-0,-18,-11
  └─ Working capital changes,-6,-36,-36,-41,-86
  └─ Direct taxes,-5,-6,-8,-11,-13
Cash from Investing Activity,-9,-8,-8,-13,-111
  └─ Fixed assets purchased,-5,-3,-8,-12,-4
  └─ Fixed assets sold,0,0,0,0,0
  └─ Capital WIP,0,-9,-1,9,-19
  └─ Investments purchased,-47,-6,-0,-0,-7
  └─ Investments sold,44,9,0,0,0
  └─ Interest received,0,1,1,1,5
  └─ Other investing items,0,0,0,-12,-86
Cash from Financing Activity,6,21,15,19,161
  └─ Proceeds from shares,3,0,0,0,149
  └─ Proceeds from borrowings,3,22,21,25,21
  └─ Repayment of borrowings,0,0,-2,-1,-5
  └─ Interest paid fin,-0,-1,-3,-5,-5
  └─ Financial liabilities,0,0,0,0,-0
Net Cash Flow,1,-1,-0,0,1
  └─ Free Cash Flow,-1,-25,-16,-8,-72
  └─ CFO/OP,59%,-27%,-1%,13%,-78%
