Metric,Mar 2025,Mar 2026
Cash from Operating Activity,-2.38,10.16
  └─ Profit from operations,8.22,8.55
  └─ Receivables,0.71,2.09
  └─ Inventory,-1.05,-5.47
  └─ Payables,-2.72,1.83
  └─ Other WC items,-5.16,4.22
  └─ Working capital changes,-8.22,2.67
  └─ Direct taxes,-2.39,-1.06
Cash from Investing Activity,-15.92,-22.95
  └─ Fixed assets purchased,-10.62,-17.62
  └─ Investments purchased,-5.36,-5.40
  └─ Interest received,0.07,0.07
Cash from Financing Activity,18.30,12.91
  └─ Proceeds from shares,9.80,0.00
  └─ Proceeds from borrowings,10.46,18.10
  └─ Repayment of borrowings,-0.51,-2.65
  └─ Interest paid fin,-1.45,-2.54
Net Cash Flow,0.00,0.12
  └─ Free Cash Flow,-13.00,-7.46
  └─ CFO/OP,0%,134%
