Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-111.66,-7.43,-5.93,-4.26,-1.53,-2.08,-24.35,-19.83,12.90
  └─ Profit from operations,2.80,-4.09,-3.45,-2.50,-1.84,4.74,7.06,9.08,9.91
  └─ Receivables,3.61,0.00,0.00,0.00,0.00,-0.11,-8.54,8.52,-10.88
  └─ Inventory,37.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Payables,-21.92,0.00,0.00,0.00,0.00,0.03,-0.02,0.00,0.54
  └─ Other WC items,-133.73,-3.35,-2.47,-1.76,0.31,-6.74,-22.85,-37.43,13.32
  └─ Working capital changes,-114.46,-3.35,-2.47,-1.76,0.31,-6.82,-31.41,-28.91,2.99
Cash from Investing Activity,119.52,6.45,5.63,4.25,0.00,0.00,0.00,-0.28,-6.90
  └─ Fixed assets purchased,0.00,-0.24,0.00,0.00,0.00,0.00,0.00,0.00,-7.17
  └─ Fixed assets sold,22.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Capital WIP,24.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.28,0.00
  └─ Investments sold,22.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,50.90,6.69,5.63,4.25,0.00,0.00,0.00,0.00,0.28
Cash from Financing Activity,-13.07,0.00,0.00,0.00,4.38,0.00,29.44,14.68,-5.89
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,0.00,0.00,30.24,18.00,0.00
  └─ Repayment of borrowings,-13.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.14
  └─ Interest paid fin,-0.01,0.00,0.00,0.00,0.00,0.00,-0.79,-3.33,-3.75
  └─ Other financing items,0.00,0.00,0.00,0.00,4.38,0.00,0.00,0.00,0.00
Net Cash Flow,-5.21,-0.99,-0.29,-0.01,2.86,-2.08,5.09,-5.43,0.12
  └─ Free Cash Flow,-65.44,-7.67,-5.93,-4.26,-1.53,-2.08,-24.35,-19.83,5.73
  └─ CFO/OP,440%,233%,225%,235%,178%,424%,-1458%,1313%,-827%
