Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-15,4,-23,5
  └─ Profit from operations,3.52,16.15,14.14,24.86
  └─ Receivables,0.00,0.00,0.00,-2.47
  └─ Inventory,0.00,0.00,0.00,-21.60
  └─ Payables,0.00,0.00,0.00,5.26
  └─ Other WC items,-18.25,-8.53,-34.08,3.05
  └─ Working capital changes,-18.25,-8.53,-34.08,-15.76
  └─ Direct taxes,-0.62,-3.38,-3.15,-3.82
Cash from Investing Activity,-5,-7,-33,-20
  └─ Fixed assets purchased,-2.25,-7.08,-32.99,-17.17
  └─ Fixed assets sold,0.00,0.08,0.00,0.00
  └─ Investments purchased,-2.54,0.00,0.00,-2.75
  └─ Interest received,0.00,0.00,0.00,0.15
  └─ Other investing items,-0.10,0.00,0.00,0.00
Cash from Financing Activity,19,4,56,21
  └─ Proceeds from shares,9.20,0.00,49.99,0.00
  └─ Proceeds from borrowings,11.77,7.34,12.13,26.81
  └─ Repayment of borrowings,0.00,0.00,-2.56,0.00
  └─ Interest paid fin,-0.98,-2.92,-3.10,-5.48
  └─ Share application money,-0.99,0.00,0.00,0.00
Net Cash Flow,-1,2,0,7
  └─ Free Cash Flow,-18,-3,-56,-12
  └─ CFO/OP,-416%,47%,-124%,37%
