Metric,Mar 2025,Mar 2026
Cash from Operating Activity,0.74,-71.82
  └─ Profit from operations,-0,-0
  └─ Receivables,-1,-53
  └─ Inventory,1,-30
  └─ Payables,0,9
  └─ Other WC items,1,4
  └─ Working capital changes,1,-71
  └─ Direct taxes,0,-0
Cash from Investing Activity,-0.04,-130.31
  └─ Fixed assets purchased,-0,-107
  └─ Fixed assets sold,0,0
  └─ Investments purchased,-1,-8
  └─ Investments sold,0,4
  └─ Interest received,0,0
  └─ Dividends received,0,0
  └─ Other investing items,0,-19
Cash from Financing Activity,0.00,202.66
  └─ Proceeds from shares,0,42
  └─ Proceeds from borrowings,0,161
  └─ Other financing items,0,-0
Net Cash Flow,0.70,0.53
  └─ Free Cash Flow,0.65,-178.87
  └─ CFO/OP,-456%,11534%
