Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,17,-3,34,25,-22,13,50,-40,-29
  └─ Profit from operations,0,-0,2,3,2,-3,-8,19,34,58
  └─ Receivables,0,2,-5,-0,0,-0,1,-1,-0,0
  └─ Inventory,0,-36,-6,52,11,-8,-29,6,-105,-58
  └─ Payables,0,-3,-0,2,18,-18,6,-4,4,4
  └─ Loans Advances,0,30,6,0,0,0,0,0,0,0
  └─ Other WC items,-0,24,2,-21,-5,7,43,30,29,-29
  └─ Working capital changes,0,18,-4,32,23,-19,21,32,-72,-83
  └─ Direct taxes,0,0,-1,-1,-0,-0,-0,-1,-3,-4
Cash from Investing Activity,0,7,-8,25,-8,32,-2,-44,31,-5
  └─ Fixed assets purchased,0.00,0.00,-13.24,-0.01,-0.88,-0.94,-0.48,-26.11,-1.60,-8.37
  └─ Fixed assets sold,0.00,0.00,0.00,6.21,0.00,2.64,0.61,0.00,3.26,3.96
  └─ Investments purchased,0.00,-1.58,0.00,-0.04,0.00,0.00,-3.07,0.00,0.00,-5.50
  └─ Investments sold,0.00,0.00,0.00,6.69,0.00,0.00,0.00,3.07,0.00,0.00
  └─ Interest received,0.00,9.02,4.47,2.24,3.34,0.03,0.02,1.32,4.47,7.62
  └─ Investment in group cos,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.00,0.00,15.43,0.00,5.58,0.00,0.00
  └─ Other investing items,0.00,0.00,1.06,9.60,-10.53,14.98,0.71,-27.84,24.83,-2.49
Cash from Financing Activity,0,-25,14,-60,-17,-10,0,-4,5,31
  └─ Proceeds from borrowings,0,0,29,0,0,0,0,1,21,57
  └─ Repayment of borrowings,0,-18,-10,-54,-13,-10,0,0,0,0
  └─ Interest paid fin,0,-6,-5,-6,-4,-0,0,-5,-16,-25
  └─ Financial liabilities,0,0,0,0,0,0,0,0,-0,-0
Net Cash Flow,0,0,3,-2,-1,0,11,2,-4,-2
  └─ Free Cash Flow,0,17,-17,40,24,-20,13,24,-39,-33
  └─ CFO/OP,0%,-4649%,-183%,1419%,1328%,707%,-164%,470%,-113%,-44%
