Metric,Mar 2006,Mar 2007
Cash from Operating Activity,0.81,0.14
  └─ Profit from operations,-0.72,-0.56
  └─ Receivables,-2.66,1.16
  └─ Inventory,0.46,0.13
  └─ Payables,3.73,-0.59
  └─ Working capital changes,1.53,0.70
Cash from Investing Activity,-0.05,0.75
  └─ Fixed assets purchased,-0.13,0.00
  └─ Fixed assets sold,0.08,0.75
Cash from Financing Activity,-0.79,-1.11
  └─ Repayment of borrowings,-0.52,-0.93
  └─ Interest paid fin,-0.27,-0.18
Net Cash Flow,-0.03,-0.22
  └─ Free Cash Flow,0.76,0.89
  └─ CFO/OP,-82%,-18%
