Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0.05,-2.10,-2.18
  └─ Profit from operations,0.14,5.79,7.92
  └─ Receivables,-0.71,-7.03,-5.34
  └─ Inventory,-0.05,-9.08,-9.48
  └─ Payables,0.58,7.63,4.44
  └─ Loans Advances,-0.05,-1.39,0.65
  └─ Other WC items,0.07,1.32,1.11
  └─ Working capital changes,-0.16,-8.55,-8.61
  └─ Direct taxes,-0.04,0.66,-1.49
Cash from Investing Activity,-0.29,-8.28,-1.80
  └─ Fixed assets purchased,-0.29,-10.99,-1.80
  └─ Other investing items,0.00,2.71,0.00
Cash from Financing Activity,0.46,11.11,7.39
  └─ Proceeds from shares,0.05,5.11,10.84
  └─ Proceeds from borrowings,0.41,4.95,2.83
  └─ Repayment of borrowings,0.00,0.00,-5.37
  └─ Interest paid fin,0.00,0.00,-0.91
  └─ Other financing items,0.00,1.05,0.00
Net Cash Flow,0.12,0.72,3.41
  └─ Free Cash Flow,-0.34,-13.09,-3.98
  └─ CFO/OP,-7%,-48%,-9%
