Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,164,143,122,57,51,203,50,52,16,38,72
  └─ Profit from operations,229,211,196,73,110,23,1,-91,-73,-54,-38
  └─ Receivables,-15,-3,-27,-42,-11,30,-1,-15,-11,21,-23
  └─ Inventory,-3,1,-2,4,-2,-8,-23,13,17,16,-0
  └─ Payables,-1,1,11,0,0,0,0,0,0,0,0
  └─ Loans Advances,0,-0,-0,0,0,0,0,0,0,0,0
  └─ Other WC items,20,-10,-7,55,-16,173,78,153,86,52,136
  └─ Working capital changes,1,-11,-24,17,-29,195,54,151,92,89,113
  └─ Direct taxes,-66,-58,-49,-33,-30,-15,-5,-8,-3,2,-2
Cash from Investing Activity,-213,-68,-81,13,-96,-146,-75,36,29,-3,-123
  └─ Fixed assets purchased,-82,-20,-19,-58,-14,-8,-15,-14,-15,-4,-3
  └─ Fixed assets sold,0,1,0,1,1,1,1,2,22,9,22
  └─ Investments purchased,-688,-346,-239,-576,-914,-395,-430,-649,-152,-432,-496
  └─ Investments sold,514,248,84,580,793,168,253,594,159,381,307
  └─ Investment income,0,50,26,0,0,0,0,0,0,0,0
  └─ Interest received,44,0,0,88,91,51,83,98,42,41,12
  └─ Investment in group cos,0,0,0,0,-3,-3,-2,-2,0,0,0
  └─ Redemp n Canc of Shares,0,0,77,0,0,0,0,0,4,0,0
  └─ Inter corporate deposits,0,0,-10,0,-60,30,30,0,0,0,0
  └─ Other investing items,-0,0,-0,-21,11,8,5,7,-32,3,35
Cash from Financing Activity,54,-81,-23,-70,-7,-52,21,-90,-9,-58,51
  └─ Proceeds from borrowings,75,443,376,811,158,37,432,675,408,54,374
  └─ Repayment of borrowings,0,0,0,-852,-137,-73,-395,-738,-395,-102,-315
  └─ Interest paid fin,-11,-15,-10,-18,-9,-9,-8,-17,-13,-7,-8
  └─ Dividends paid,-9,-9,-9,-9,-9,0,0,0,0,0,0
  └─ Financial liabilities,0,0,0,0,-9,-8,-8,-10,-9,-3,-1
  └─ Other financing items,-2,-500,-380,-2,-2,0,0,0,0,0,0
Net Cash Flow,5,-7,18,-0,-52,5,-3,-2,36,-23,0
  └─ Free Cash Flow,82,123,103,-1,39,196,36,40,24,42,91
  └─ CFO/OP,88%,97%,95%,194%,82%,3071%,542%,-69%,-27%,-110%,67%
