Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1,-26,1,-22,1,-35,-150,-22
  └─ Profit from operations,2,-2,-1,-3,-8,-72,-14,-14
  └─ Receivables,-1,-1,1,-0,-0,3,-4,-29
  └─ Inventory,1,0,-0,-1,1,0,-6,-9
  └─ Payables,-1,-4,0,-5,-1,-1,4,2
  └─ Operating borrowings,0,0,0,0,0,33,-28,52
  └─ Other WC items,0,-20,1,-14,11,3,-102,-24
  └─ Working capital changes,-1,-24,2,-19,10,38,-136,-8
  └─ Direct taxes,0,0,0,0,0,-1,0,0
Cash from Investing Activity,-0,24,0,4,-0,111,-11,-11
  └─ Fixed assets purchased,-0.28,0.00,-0.01,0.00,-0.29,0.00,-10.64,-18.47
  └─ Fixed assets sold,0.00,23.63,0.00,3.76,0.00,47.51,0.00,0.00
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.65
  └─ Interest received,0.00,0.00,0.08,0.00,0.00,11.29,0.22,0.00
  └─ Other investing items,0.00,0.00,0.00,0.00,0.00,51.88,0.00,0.00
Cash from Financing Activity,-1,2,-1,18,-1,-75,183,-0
  └─ Proceeds from borrowings,0.00,2.35,0.00,28.15,10.66,33.09,181.96,0.00
  └─ Repayment of borrowings,-0.61,0.00,-1.25,0.00,0.00,-35.48,0.00,0.00
  └─ Interest paid fin,-0.01,-0.01,-0.02,-9.74,-11.35,0.00,1.20,0.00
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,-72.44,0.00,-0.06
Net Cash Flow,-0,-0,-0,-0,0,1,22,-33
  └─ Free Cash Flow,0,-2,1,-18,1,12,-161,-41
  └─ CFO/OP,-27%,995%,-94%,608%,-18%,170%,1066%,28%
