Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-146,-78,175,206,-79,300,317,434,530,0
  └─ Profit from operations,77.80,254.01,308.16,195.60,-188.66,68.43,456.08,499.94,634.19,0.00
  └─ Receivables,117.16,-428.26,-72.48,85.23,97.03,81.17,-6.77,-93.54,-92.37,0.00
  └─ Inventory,-49.20,35.51,-250.92,-121.67,426.26,9.13,-115.71,69.59,-189.32,0.00
  └─ Payables,-205.66,223.49,170.99,86.34,-353.49,97.17,-33.37,-58.68,233.57,0.00
  └─ Other WC items,-81.76,-137.10,56.22,-28.64,-71.31,56.04,60.33,79.53,-13.21,0.00
  └─ Working capital changes,-219.45,-306.36,-96.19,21.26,98.49,243.51,-95.52,-3.10,-61.33,0.00
  └─ Direct taxes,-3.99,-25.43,-36.88,-11.17,11.22,-11.82,-43.29,-62.66,-43.34,0.00
Cash from Investing Activity,-703,-145,-132,-118,-40,-9,-28,32,-75,0
  └─ Fixed assets purchased,-54.82,-170.07,-154.91,-129.80,-45.53,0.00,-63.24,-82.27,-95.82,0.00
  └─ Fixed assets sold,0.00,0.00,1.47,9.72,3.77,16.60,1.96,2.15,4.58,0.00
  └─ Capital WIP,-5.57,-3.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,-85.22,0.00,0.00,0.00,0.00,0.00,0.00,-70.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.38,0.00,0.00
  └─ Interest received,0.00,3.07,2.41,2.70,2.01,7.05,8.47,9.25,14.91,0.00
  └─ Dividends received,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.54,0.00,0.00
  └─ Other investing items,-557.60,25.90,19.20,-0.28,0.25,-32.16,24.32,7.82,1.11,0.00
Cash from Financing Activity,855,226,-46,-85,113,-209,-198,-491,-456,0
  └─ Proceeds from shares,880.30,300.00,3.41,9.30,499.30,494.82,5.42,2.33,5.25,0.00
  └─ Proceeds from borrowings,13.18,39.67,96.76,418.13,0.66,0.00,137.04,0.00,20.00,0.00
  └─ Repayment of borrowings,-19.25,-25.90,-34.84,0.00,-299.67,-441.30,-41.12,-131.56,-96.52,0.00
  └─ Interest paid fin,-19.45,-87.56,-119.78,-265.67,-249.24,-87.60,-86.12,-77.86,-77.27,0.00
  └─ Dividends paid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-62.56,-66.68,0.00
  └─ Financial liabilities,0.00,0.00,0.00,-238.58,-93.13,-175.13,-212.89,-221.57,-240.80,0.00
  └─ Other financing items,0.00,0.00,8.51,-8.51,254.86,0.00,-0.01,0.00,0.00,0.00
Net Cash Flow,6,4,-3,3,-6,82,91,-25,-2,0
  └─ Free Cash Flow,-206,-252,22,86,-121,317,256,354,438,0
  └─ CFO/OP,-192%,-22%,72%,82%,2271%,163%,82%,95%,93%,0%
