Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1,27,107,58,134,369,-64,167,61,137
  └─ Profit from operations,55,61,97,48,335,374,344,267,171,266
  └─ Receivables,-62,-57,-28,-38,-43,-30,-162,-34,6,-135
  └─ Inventory,-72,5,-17,2,-145,40,-238,-21,53,-88
  └─ Payables,91,24,68,61,56,52,101,24,-152,147
  └─ Loans Advances,0,0,0,0,-10,9,-13,7,-2,-27
  └─ Other WC items,0,0,0,0,20,10,-18,3,-7,23
  └─ Working capital changes,-43,-28,24,25,-122,81,-330,-22,-102,-80
  └─ Interest paid,0,0,0,1,1,0,0,0,0,2
  └─ Direct taxes,-11,-7,-14,-16,-79,-86,-77,-78,-8,-52
Cash from Investing Activity,-1,-32,-72,-52,-82,-298,124,18,-62,-31
  └─ Fixed assets purchased,-18,-46,-34,-44,-11,-15,-32,-93,-38,-30
  └─ Fixed assets sold,0,0,0,0,0,0,1,5,0,0
  └─ Investments purchased,-346,-576,-675,-879,-1046,-1033,-1292,-1328,-1569,-1657
  └─ Investments sold,358,587,633,870,974,748,1444,1423,1542,1653
  └─ Interest received,0,0,0,0,1,1,3,9,2,1
  └─ Dividends received,3,3,4,1,0,0,0,1,2,3
  └─ Other investing items,2,0,0,0,-0,1,-0,0,-1,0
Cash from Financing Activity,-3,11,-30,-4,-19,-76,-69,-63,-103,-47
  └─ Proceeds from borrowings,6.27,31.62,0.00,16.75,0.00,8.63,0.00,4.30,0.00,0.00
  └─ Repayment of borrowings,0.00,0.00,-22.35,0.00,-0.90,-0.36,-0.35,0.00,-0.31,0.00
  └─ Interest paid fin,-0.85,-1.49,-2.96,-4.62,-9.26,-19.17,-33.82,-39.62,-29.94,-18.81
  └─ Dividends paid,-8.68,-19.10,-4.83,-16.72,-0.31,-21.35,-34.45,-27.72,-27.42,-27.42
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-0.02,-0.04,-0.04,-0.05,-0.95
  └─ Other financing items,0.00,-0.02,-0.04,0.10,-8.83,-43.33,-0.01,0.00,-44.94,0.02
Net Cash Flow,-3,5,4,2,32,-4,-9,122,-103,59
  └─ Free Cash Flow,-17,-19,73,14,123,354,-95,79,24,107
  └─ CFO/OP,29%,102%,159%,276%,68%,127%,4%,97%,43%,77%
