Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Cash from Operating Activity,0,0,-0,10,14,7,6,9,8
  └─ Profit from operations,-0.25,0.77,0.10,9.60,10.26,9.83,10.81,14.45,12.46
  └─ Receivables,0.09,-0.09,0.01,4.27,3.20,-1.85,-2.12,-1.06,-0.29
  └─ Inventory,0.11,1.00,0.00,2.79,6.27,1.48,1.54,-2.29,-1.15
  └─ Payables,-0.07,-1.47,-0.28,-5.36,-2.27,-1.30,-4.14,1.30,0.20
  └─ Loans Advances,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,0.13,0.00,0.00,-0.06,-2.11,-0.60,1.67,-2.10,-2.34
  └─ Working capital changes,0.27,-0.55,-0.26,1.64,5.09,-2.27,-3.05,-4.16,-3.58
  └─ Direct taxes,0.00,0.00,-0.03,-0.91,-0.93,-0.97,-1.31,-1.10,-0.71
Cash from Investing Activity,0,0,-0,-9,-15,-11,-11,-10,-5
  └─ Fixed assets purchased,0.00,0.00,-0.01,-8.71,-14.78,-11.50,-11.23,-9.54,-5.11
  └─ Fixed assets sold,0.00,0.03,0.00,0.12,0.09,0.01,0.09,0.00,0.04
  └─ Interest received,0.00,0.00,0.00,0.00,0.07,0.12,0.00,0.00,0.02
Cash from Financing Activity,-0,-0,-0,-1,0,5,5,0,-3
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,10.08,0.04,4.59,0.11,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,0.00,0.00,5.24,2.89,0.09
  └─ Repayment of borrowings,-0.03,-0.01,-0.03,0.00,0.00,0.00,-4.01,0.00,0.00
  └─ Interest paid fin,0.00,0.00,0.00,-1.75,-1.20,-0.94,-1.07,-1.34,-1.39
  └─ Dividends paid,0.00,0.00,0.00,-1.38,0.00,0.00,0.00,0.00,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.26,-1.05
  └─ Other financing items,0.00,0.00,0.00,1.67,-8.65,5.54,-0.04,0.00,-0.33
Net Cash Flow,-0,0,-0,0,0,-0,0,0,0
  └─ Free Cash Flow,0,0,-0,2,-0,-5,-5,-0,3
  └─ CFO/OP,-7%,100%,229%,124%,167%,90%,94%,81%,81%
