Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,4,13,13,4,-6,-7,-8,-33
  └─ Profit from operations,20,21,20,25,26,24,19,21
  └─ Receivables,-5,-7,-3,-11,-2,10,-14,-13
  └─ Inventory,-1,-2,12,-22,-18,-14,-3,-8
  └─ Payables,9,7,-5,11,4,-9,4,-3
  └─ Loans Advances,-9,2,1,0,0,0,0,-3
  └─ Operating borrowings,0,0,0,5,-2,2,1,0
  └─ Other WC items,-5,-4,-8,-1,-11,-17,-14,-26
  └─ Working capital changes,-11,-4,-3,-18,-29,-28,-26,-52
  └─ Direct taxes,-4,-4,-4,-3,-3,-3,-1,-2
Cash from Investing Activity,-15,-37,-18,-8,-6,-6,-1,-3
  └─ Fixed assets purchased,-15.68,-37.61,-17.97,-8.61,-6.60,-6.29,-2.19,-4.78
  └─ Interest received,0.92,0.32,0.15,0.14,0.72,0.72,0.51,1.74
  └─ Other investing items,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00
Cash from Financing Activity,-4,19,6,4,29,6,-1,64
  └─ Proceeds from shares,0.00,25.06,0.00,0.00,30.81,1.90,0.00,44.96
  └─ Proceeds from borrowings,0.00,2.34,7.36,8.35,4.04,6.64,2.48,14.53
  └─ Repayment of borrowings,-2.75,-4.00,0.00,-1.33,-4.20,0.00,-0.04,0.00
  └─ Interest paid fin,-0.94,-0.57,-1.06,-1.40,-2.92,-4.40,-3.16,-3.50
  └─ Dividends paid,0.00,-1.22,-0.61,-1.22,-1.27,-1.27,-1.27,-1.36
  └─ Other financing items,0.00,-2.54,0.15,-0.10,2.67,3.44,0.52,9.08
Net Cash Flow,-14,-5,1,-0,17,-6,-11,28
  └─ Free Cash Flow,-11,-25,-5,-4,-13,-13,-10,-38
  └─ CFO/OP,48%,88%,88%,30%,-13%,-16%,-47%,-159%
