Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,73,36,205,-278,92,501,126
  └─ Profit from operations,-16,-77,-55,81,1,68,4
  └─ Receivables,10,14,9,-24,-6,-30,-1
  └─ Inventory,-390,-497,-158,-691,-1197,-1521,-1137
  └─ Payables,141,-37,126,59,-116,205,178
  └─ Other WC items,354,626,286,313,1470,1864,1159
  └─ Working capital changes,114,106,264,-343,150,517,199
  └─ Direct taxes,-26,7,-3,-16,-59,-85,-77
Cash from Investing Activity,-72,-26,54,8,-488,46,478
  └─ Fixed assets purchased,-15,-53,-89,-19,-36,-45,-26
  └─ Fixed assets sold,0,0,0,3,8,6,14
  └─ Investments purchased,-6,-3,-53,-0,0,0,0
  └─ Investments sold,0,11,72,6,2,24,49
  └─ Interest received,14,17,9,14,36,90,159
  └─ Dividends received,1,1,1,0,0,0,0
  └─ Invest in subsidiaries,0,0,0,0,0,0,-3
  └─ Acquisition of companies,0,0,0,0,-265,0,0
  └─ Other investing items,-67,0,115,4,-234,-29,286
Cash from Financing Activity,8,97,-269,673,368,141,417
  └─ Proceeds from shares,0,0,0,0,603,0,0
  └─ Proceeds from borrowings,286,471,399,1466,1555,1398,2418
  └─ Repayment of borrowings,-176,-258,-416,-553,-1548,-958,-1630
  └─ Interest paid fin,-99,-114,-250,-237,-213,-296,-365
  └─ Financial liabilities,-3,-3,-1,-2,-2,-4,-5
  └─ Other financing items,0,0,0,0,-28,0,0
Net Cash Flow,9,107,-10,403,-28,687,1021
  └─ Free Cash Flow,58,-16,116,-294,64,462,113
  └─ CFO/OP,-269%,-36%,-247%,-4177%,-549%,1324%,-423%
