Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-79,-100,6,133,-354,-140,0,467,644
  └─ Profit from operations,-26,29,89,186,183,284,383,505,795
  └─ Receivables,-48,7,-40,15,-14,-72,-89,-4,-47
  └─ Inventory,-60,-126,-201,-47,-372,-130,-187,-217,-225
  └─ Payables,55,57,132,2,41,-99,122,246,98
  └─ Loans Advances,-23,-6,-6,0,0,0,0,0,0
  └─ Other WC items,24,-60,37,-9,-121,-29,-97,-4,159
  └─ Working capital changes,-53,-128,-79,-39,-465,-329,-251,21,-15
  └─ Direct taxes,0,0,-4,-13,-72,-95,-131,-60,-135
Cash from Investing Activity,31,-162,15,-130,-603,140,-10,-205,-159
  └─ Fixed assets purchased,-27,-35,-46,-42,-94,-208,-111,-127,-154
  └─ Fixed assets sold,0,0,0,0,0,0,0,0,2
  └─ Investments purchased,0,-127,0,0,0,0,0,0,0
  └─ Investments sold,56,0,134,0,1,0,0,0,0
  └─ Interest received,0,0,0,4,17,18,22,10,20
  └─ Invest in subsidiaries,0,0,0,0,-51,-29,0,0,0
  └─ Investment in group cos,0,0,0,0,0,-42,0,0,0
  └─ Acquisition of companies,0,0,0,0,0,0,0,-29,0
  └─ Other investing items,1,-0,-74,-91,-475,400,79,-59,-27
Cash from Financing Activity,82,236,69,-38,927,5,44,-212,-433
  └─ Proceeds from shares,0,134,104,103,873,29,17,18,39
  └─ Proceeds from borrowings,54,143,42,2,146,127,220,277,6
  └─ Repayment of borrowings,0,-0,0,-82,-1,-1,-0,-0,-214
  └─ Interest paid fin,-7,-26,-44,-31,-46,-68,-87,-106,-119
  └─ Financial liabilities,0,-15,-33,-30,-45,-82,-117,-146,-173
  └─ Application money refund,35,0,0,0,0,0,0,0,0
  └─ Other financing items,0,0,0,0,0,0,11,-255,29
Net Cash Flow,33,-26,90,-34,-30,4,34,49,52
  └─ Free Cash Flow,-106,-135,-40,91,-448,-348,-110,339,493
  └─ CFO/OP,298%,-478%,13%,92%,-172%,-18%,38%,111%,104%
