Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1823,2340,3192,2132,2710,3709,867,364,1764,4054,1971,2098
  └─ Profit from operations,2216,2701,3117,2740,2944,2940,2443,2790,3266,3375,3148,2832
  └─ Receivables,1,-3,-63,-70,19,-327,-147,-832,-176,1011,7,157
  └─ Inventory,8,-49,-44,-135,45,111,10,4,18,6,-46,-28
  └─ Payables,-162,84,154,63,300,344,-29,-333,141,174,-154,-238
  └─ Loans Advances,50,-1,3,-338,-4,40,2,-0,3,0,-3,-1
  └─ Other WC items,-74,-79,373,373,-246,985,-1195,-1069,-1286,-285,-811,-548
  └─ Working capital changes,-177,-48,424,-106,114,1153,-1359,-2230,-1300,905,-1007,-659
  └─ Direct taxes,-216,-313,-348,-501,-348,-384,-217,-196,-202,-226,-170,-75
Cash from Investing Activity,-2297,-3144,-2981,-2621,-4081,-4932,-8176,-1553,-650,-3644,375,-910
  └─ Fixed assets purchased,-2312,-3159,-2776,-3970,-4219,-5205,-7793,-1390,-431,-239,-199,-732
  └─ Fixed assets sold,3,0,1,-0,2,4,3,15,21,1,4,51
  └─ Investments purchased,-8,2,-340,-82,-0,-3,-289,-135,-0,-50,-0,-905
  └─ Investments sold,16,2,7,1381,194,24,19,33,314,237,1242,233
  └─ Interest received,104,105,78,125,171,206,152,116,198,265,285,229
  └─ Dividends received,3,10,7,25,3,0,-0,-0,-0,-0,-0,-0
  └─ Investment in group cos,-0,-0,-0,-0,-0,-0,-260,-195,-466,-4986,-940,-339
  └─ Redemp n Canc of Shares,-0,-0,-0,-0,-0,757,179,-0,342,-0,-0,511
  └─ Other investing items,-103,-104,42,-101,-233,-714,-186,2,-628,1127,-16,43
Cash from Financing Activity,475,671,-202,410,1438,1388,7520,589,-860,-477,-720,-2702
  └─ Proceeds from shares,422,0,0,0,0,0,0,5287,0,0,0,0
  └─ Proceeds from debentures,0,0,0,0,0,0,4178,350,0,0,0,0
  └─ Redemption of debentures,0,0,0,0,0,0,0,-1621,-106,-2741,-110,-58
  └─ Proceeds from borrowings,2509,2939,3760,2440,3545,3669,7014,793,2062,6191,2297,208
  └─ Repayment of borrowings,-794,-578,-1868,-796,-946,-988,-1999,-2556,-1508,-2096,-1262,-1380
  └─ Interest paid fin,-1317,-1435,-1751,-895,-1056,-1283,-1493,-1661,-1228,-1659,-1398,-1340
  └─ Dividends paid,-66,-211,-70,-281,-88,0,-176,0,-75,-166,-242,-127
  └─ Financial liabilities,0,0,0,0,0,-5,-5,-4,-5,-5,-5,-5
  └─ Other financing items,-277,-43,-272,-57,-18,-5,0,0,0,0,0,0
Net Cash Flow,2,-133,9,-79,66,165,211,-601,253,-68,1627,-1513
  └─ Free Cash Flow,-486,-819,417,-1838,-1507,-1492,-6924,-1010,1354,3816,1776,1417
  └─ CFO/OP,92%,99%,116%,98%,104%,138%,46%,22%,63%,142%,62%,55%
