Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-3,12,9,14,16,22,17
  └─ Profit from operations,1.56,9.76,12.49,14.01,20.88,33.64,27.22
  └─ Receivables,-4.31,-0.98,-3.20,-0.34,-7.64,3.30,-4.69
  └─ Payables,-1.11,0.47,1.82,4.48,1.89,-1.63,4.41
  └─ Loans Advances,0.00,0.00,0.00,0.00,0.00,0.00,-7.55
  └─ Other WC items,1.06,5.10,0.59,-0.56,7.42,-3.74,6.72
  └─ Working capital changes,-4.36,4.58,-0.79,3.57,1.67,-2.07,-1.11
  └─ Direct taxes,-0.62,-2.44,-3.18,-3.76,-6.42,-9.43,-9.00
Cash from Investing Activity,0,-8,-3,-58,-13,-7,-12
  └─ Fixed assets purchased,-0.25,-0.31,-0.67,-2.80,-1.39,-2.70,-5.70
  └─ Investments purchased,-0.03,-0.49,-1.39,-1.06,-0.21,0.00,-46.37
  └─ Investments sold,0.00,0.00,0.00,0.00,0.09,0.69,34.74
  └─ Interest received,1.23,1.42,1.67,2.71,6.84,8.44,8.60
  └─ Other investing items,-0.69,-8.27,-2.96,-56.41,-17.95,-13.31,-3.16
Cash from Financing Activity,-1,-0,-4,44,-2,-6,-3
  └─ Proceeds from shares,0.00,0.00,3.05,43.78,0.00,0.00,0.00
  └─ Proceeds from borrowings,1.61,0.00,0.00,0.00,0.00,0.58,0.00
  └─ Repayment of borrowings,0.00,0.00,-0.06,0.00,0.00,0.00,-0.06
  └─ Interest paid fin,-0.03,-0.01,-0.01,-0.01,0.00,-0.02,-0.05
  └─ Dividends paid,0.00,0.00,-6.93,0.00,-2.02,-2.02,-3.03
  └─ Other financing items,-2.13,0.00,0.00,0.00,0.00,-4.22,0.00
Net Cash Flow,-4,4,1,0,1,10,2
  └─ Free Cash Flow,-4,12,8,11,15,19,11
  └─ CFO/OP,-188%,138%,107%,144%,113%,103%,106%
