Metric,Mar 2012,Mar 2013,Mar 2014
Cash from Operating Activity,60,70,21
  └─ Profit from operations,25,61,95
  └─ Receivables,-12,-12,-52
  └─ Inventory,19,-10,-77
  └─ Payables,32,31,59
  └─ Working capital changes,38,9,-69
  └─ Direct taxes,-2,-0,-5
  └─ Other operating items,-0,0,0
Cash from Investing Activity,-27,-210,-23
  └─ Fixed assets purchased,-34,-173,-67
  └─ Fixed assets sold,0,1,1
  └─ Investments purchased,-0,-39,-0
  └─ Investments sold,-0,-0,42
  └─ Subsidy received,0,-0,-0
  └─ Interest received,1,1,2
  └─ Other investing items,6,0,-0
Cash from Financing Activity,-24,90,10
  └─ Proceeds from borrowings,24,150,78
  └─ Repayment of borrowings,-17,-25,-24
  └─ Interest paid fin,-29,-35,-44
  └─ Dividends paid,-2,0,0
Net Cash Flow,10,-50,9
  └─ Free Cash Flow,27,-102,-46
  └─ CFO/OP,235%,115%,29%
