Metric,Mar 2025,Mar 2026
Cash from Operating Activity,-1,6
  └─ Profit from operations,1.70,15.24
  └─ Receivables,0.23,-9.28
  └─ Inventory,0.07,-3.79
  └─ Payables,-2.26,5.73
  └─ Other WC items,-0.42,-0.49
  └─ Working capital changes,-2.38,-7.83
  └─ Direct taxes,-0.03,-1.28
Cash from Investing Activity,-162,-3
  └─ Fixed assets purchased,-0.04,-3.02
  └─ Investments purchased,-164.40,0.00
  └─ Other investing items,2.02,0.00
Cash from Financing Activity,165,-2
  └─ Proceeds from shares,164.40,0.00
  └─ Proceeds from borrowings,0.38,0.00
  └─ Repayment of borrowings,0.00,-0.96
  └─ Interest paid fin,-0.06,-0.56
  └─ Financial liabilities,-0.06,-0.07
  └─ Other financing items,0.00,-0.84
Net Cash Flow,2,1
  └─ Free Cash Flow,-1,3
  └─ CFO/OP,-91%,57%
