Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,34374,38134,49550,71459,42346,94877,26958,110654,115032,158788,178703,192113
  └─ Profit from operations,38994,38887,44170,62765,83319,85347,80129,113726,140963,164383,166904,189224
  └─ Receivables,1097,-6880,-8511,-21991,-40136,-13792,959,-14180,13194,-15674,-17837,-53322
  └─ Inventory,3472,6758,-6899,-10474,-6724,-6342,-7769,-24983,-32228,-12756,3134,-20790
  └─ Payables,-2754,7951,30873,51003,18078,38050,-43148,39888,-600,34796,38427,86609
  └─ Working capital changes,1815,7829,15463,18538,-28782,17916,-49958,725,-19634,6366,23724,12497
  └─ Direct taxes,-6435,-8582,-10083,-9844,-12191,-8386,-3213,-3797,-6297,-11961,-11925,-9608
Cash from Investing Activity,-64706,-36186,-66201,-68192,-94507,-72497,-142385,-109162,-93001,-113581,-137535,-101089
  └─ Fixed assets purchased,-63364,-46898,-78109,-73953,-93626,-76517,-105837,-100145,-140988,-152883,-139967,-122916
  └─ Fixed assets sold,402,344,1482,999,849,964,2319,3137,9186,15307,2343,826
  └─ Investments purchased,-678241,-715334,-654760,-533984,-1107439,-1156843,-689866,-667878,-471822,-513660,-684340,-988777
  └─ Investments sold,666383,721182,663990,537504,1103615,1174796,642551,668137,501266,531355,672558,991876
  └─ Interest received,6055,2942,1110,1310,972,1441,8400,5933,11103,10648,15833,13538
  └─ Dividends received,548,732,345,1021,501,78,26,19,20,75,612,9100
  └─ Other investing items,3511,846,-259,-1089,621,-16416,22,-18365,-1766,-4423,-4574,-4736
Cash from Financing Activity,8444,-3210,8617,-2001,55906,-2541,101904,17289,10455,-16646,-31891,-51549
  └─ Proceeds from shares,343,288,811,406,230,129,5,455,479,20915,22,0
  └─ Proceeds from borrowings,29413,34673,31728,36970,106701,53760,46421,59343,67134,69610,51002,38871
  └─ Repayment of borrowings,-11909,-21693,-18542,-19813,-20245,-18179,-116921,-49493,-29059,-60348,-31755,-36052
  └─ Interest paid fin,-6149,-9224,-12920,-17669,-23338,-28508,-18340,-26349,-21650,-37173,-41024,-39981
  └─ Dividends paid,-3268,-7259,-53,-3916,-4282,-4592,-3921,-4297,-5083,-6089,-7180,-7879
  └─ Financial liabilities,0,0,0,0,0,-1062,-1022,-2132,-1406,-2483,-2956,-6508
  └─ Share application money,17,8,4,15,2,1,0,0,0,0,0,0
  └─ Other financing items,-3,-3,7589,2006,-3162,-4090,195682,39762,40,-1078,0,0
Net Cash Flow,-21888,-1262,-8034,1266,3745,19839,-13523,18781,32486,28561,9277,39475
  └─ Free Cash Flow,-28588,-8420,-27077,-1495,-50431,19324,-76560,13646,-16770,21212,41079,70023
  └─ CFO/OP,109%,112%,129%,126%,65%,116%,37%,105%,85%,105%,115%,113%
