Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,12,15,15
  └─ Profit from operations,20.21,22.47,25.33
  └─ Receivables,-3.83,0.46,-1.04
  └─ Inventory,-1.45,-1.79,-2.86
  └─ Payables,-0.20,0.43,0.87
  └─ Other WC items,1.52,-0.70,-0.87
  └─ Working capital changes,-3.96,-1.60,-3.90
  └─ Direct taxes,-4.63,-6.05,-6.62
Cash from Investing Activity,-2,-1,-2
  └─ Fixed assets purchased,-3.73,-1.97,-1.89
  └─ Investments purchased,-0.47,-3.04,-3.99
  └─ Interest received,2.50,3.68,4.30
Cash from Financing Activity,-0,-1,-1
  └─ Dividends paid,-0.32,-1.20,-1.20
Net Cash Flow,10,12,12
  └─ Free Cash Flow,8,13,13
  └─ CFO/OP,81%,93%,87%
