Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0.45,-3.59,13.50
  └─ Profit from operations,6.76,8.86,5.89
  └─ Receivables,-13.64,5.88,4.54
  └─ Payables,11.53,-9.69,-0.29
  └─ Other WC items,-2.02,-6.29,5.54
  └─ Working capital changes,-4.13,-10.10,9.79
  └─ Direct taxes,-2.18,-2.35,-2.17
Cash from Investing Activity,-2.61,-12.74,3.64
  └─ Fixed assets purchased,-0.89,-2.11,-1.75
  └─ Interest received,0.18,0.46,1.09
  └─ Other investing items,-1.89,-11.09,4.30
Cash from Financing Activity,-0.15,18.59,-1.17
  └─ Proceeds from shares,0.00,24.41,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.08
  └─ Repayment of borrowings,-0.10,-0.11,-0.12
  └─ Interest paid fin,-0.05,-0.11,-0.16
  └─ Dividends paid,0.00,-1.88,-0.96
  └─ Other financing items,0.00,-3.72,0.00
Net Cash Flow,-2.30,2.26,15.97
  └─ Free Cash Flow,-0.44,-5.70,11.75
  └─ CFO/OP,38%,-14%,321%
