Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2018,Mar 2019,Mar 2020
Cash from Operating Activity,3,1,3,-3,-5,-1,17
  └─ Profit from operations,-13.69,1.51,28.93,21.96,14.85,16.93,17.21
  └─ Receivables,12.70,1.02,0.47,-4.21,-14.87,-18.80,8.14
  └─ Inventory,13.98,-0.48,-0.06,-3.61,-12.10,-7.63,-1.25
  └─ Payables,-14.58,-1.13,0.77,2.78,14.57,10.04,-2.41
  └─ Loans Advances,2.00,0.00,0.00,0.00,-4.54,1.51,-1.67
  └─ Working capital changes,14.10,-0.59,1.18,-5.04,-16.95,-14.88,2.80
  └─ Direct taxes,0.08,-0.04,-0.04,-0.16,-2.91,-3.28,-2.62
  └─ Exceptional CF items,2.49,-0.25,-26.78,-19.72,0.00,0.00,0.00
Cash from Investing Activity,1,0,-0,-2,-1,-0,-1
  └─ Fixed assets purchased,-0.33,-0.01,-0.17,-2.47,-0.86,-0.89,-1.62
  └─ Fixed assets sold,1.57,0.04,0.02,0.17,0.00,0.02,0.00
  └─ Investment income,0.00,0.00,0.00,0.10,0.00,0.00,0.00
  └─ Interest received,0.21,0.08,0.05,0.06,0.21,0.22,0.16
  └─ Acquisition of companies,0.00,0.00,0.00,0.00,0.00,0.00,-0.04
  └─ Other investing items,0.00,0.00,0.00,0.00,-0.41,0.56,0.20
Cash from Financing Activity,-8,-1,-2,6,-5,-9,-7
  └─ Proceeds from shares,0.00,0.00,0.00,3.85,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,6.17,3.59,0.28,0.00,0.00
  └─ Repayment of borrowings,-3.65,-1.05,-7.00,0.00,0.00,-0.05,-0.06
  └─ Interest paid fin,-3.02,-0.07,-0.80,-0.23,-0.48,-1.08,-1.57
  └─ Dividends paid,-0.02,0.00,0.00,0.00,-3.76,-6.18,-2.14
  └─ Financial liabilities,-0.15,0.00,0.00,0.00,0.00,0.00,-2.66
  └─ Other financing items,-0.77,-0.21,-0.71,-1.05,-0.77,-1.27,-0.44
Net Cash Flow,-3,-1,1,1,-11,-10,9
  └─ Free Cash Flow,4,1,3,-5,-6,-2,16
  └─ CFO/OP,-15%,105%,-8%,12%,-15%,13%,132%
