Metric,Mar 2025,Mar 2026
  └─ Profit from operations,-0.34,0.98
  └─ Receivables,0.08,-0.83
  └─ Inventory,0.05,-0.65
  └─ Payables,0.00,3.97
  └─ Loans Advances,0.16,-6.51
  └─ Operating investments,0.25,0.00
  └─ Other WC items,0.04,-0.24
  └─ Working capital changes,0.58,-4.25
  └─ Direct taxes,-0.03,0.00
  └─ Other operating items,-0.24,0.00
  └─ Fixed assets purchased,0.00,-4.66
  └─ Fixed assets sold,0.92,0.00
  └─ Investments purchased,0.00,-0.14
  └─ Interest received,0.00,0.28
  └─ Invest in subsidiaries,0.00,-2.50
  └─ Inter corporate deposits,0.00,-0.01
  └─ Proceeds from shares,0.00,5.63
  └─ Proceeds from borrowings,0.00,4.33
  └─ Repayment of borrowings,0.00,-0.25
  └─ Interest paid fin,-0.06,-0.02
  └─ Financial liabilities,0.00,-0.56
  └─ Other financing items,0.00,-0.61
