Metric,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Cash from Operating Activity,-2,-12,1,-1,-2,4,-0,-12,-12,-4,-9
  └─ Profit from operations,0.08,-0.26,-0.18,-0.06,-0.06,-0.12,0.10,11.07,11.07,1.96,-1.54
  └─ Receivables,2.46,-0.05,-2.20,-1.31,-1.39,5.58,-3.98,-47.81,-47.81,17.75,11.65
  └─ Inventory,0.18,0.07,-0.07,0.07,0.00,0.00,-0.02,-11.47,-11.47,-0.68,4.10
  └─ Payables,0.00,0.00,0.00,1.27,0.04,-1.31,3.06,38.10,38.10,10.12,-21.05
  └─ Loans Advances,-4.29,-12.24,3.80,-0.54,-0.56,0.00,0.08,0.82,0.82,-25.21,-5.64
  └─ Operating borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,-1.89
  └─ Other WC items,-0.20,0.17,0.19,-0.40,0.21,0.28,0.86,-2.58,-2.58,-6.34,6.10
  └─ Working capital changes,-1.85,-12.05,1.72,-0.91,-1.70,4.54,-0.01,-22.93,-22.93,-3.16,-6.73
  └─ Direct taxes,-0.09,-0.08,-0.14,-0.16,-0.16,-0.18,-0.18,-0.41,-0.41,-2.09,-0.11
  └─ Other operating items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.56,-0.30,-0.15
Cash from Investing Activity,0,0,-1,1,2,-4,-4,5,5,-1,0
  └─ Fixed assets purchased,0.00,-0.13,0.00,0.00,0.00,0.00,-0.05,-0.68,-0.68,-0.06,-0.03
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,-4.10,-5.37,0.00,0.00,-3.77,-1.94
  └─ Investments sold,0.00,0.00,0.00,0.70,0.99,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.21,0.61,0.66,0.54,0.60,0.70,1.78,2.23,2.23,3.15,2.33
  └─ Invest in subsidiaries,0.00,0.00,-1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.20,0.00,0.00,0.00
  └─ Other investing items,0.00,0.00,0.00,-0.70,0.13,-0.95,-0.07,0.02,3.22,0.00,0.00
Cash from Financing Activity,2,12,0,0,-0,0,4,12,12,0,4
  └─ Proceeds from shares,1.97,11.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,4.15
  └─ Other financing items,-0.02,-0.03,0.00,0.02,-0.02,0.15,3.81,11.87,11.44,0.00,0.00
Net Cash Flow,0,-0,0,-1,-0,0,0,5,5,-4,-4
  └─ Free Cash Flow,-2,-13,1,-1,-2,4,-0,-12,-12,-4,-9
  └─ CFO/OP,-2950%,4559%,-811%,970%,3500%,-3408%,450%,-102%,-213%,57%,401%
