Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,144,25,28,39,42,-48,-105,54
  └─ Profit from operations,145,50,34,106,124,302,504,522
  └─ Receivables,-0,-0,-0,16,-0,-0,-0,-0
  └─ Inventory,-4,-33,-58,11,-167,-46,-34,-265
  └─ Payables,-0,-0,-0,-17,-0,-0,-0,-0
  └─ Other WC items,13,17,53,-77,92,-254,-488,-44
  └─ Working capital changes,9,-16,-5,-67,-75,-300,-523,-309
  └─ Direct taxes,-9,-9,-0,-1,-7,-50,-87,-125
  └─ Other operating items,-0,-0,-0,-0,-0,-0,-0,-33
Cash from Investing Activity,54,-36,-18,-31,-32,-170,-329,-302
  └─ Fixed assets purchased,-56,-35,-14,-41,-34,-114,-310,-323
  └─ Fixed assets sold,111,0,0,0,0,0,0,0
  └─ Investments purchased,-1,0,-2,0,-1,-0,0,-15
  └─ Investments sold,0,1,0,1,0,0,4,0
  └─ Interest received,2,2,1,1,1,5,6,8
  └─ Other investing items,-1,-3,-3,7,3,-61,-29,28
Cash from Financing Activity,-191,-2,-3,-15,3,505,145,287
  └─ Proceeds from shares,0,0,0,0,50,1126,0,0
  └─ Proceeds from borrowings,0,69,74,67,56,0,193,356
  └─ Repayment of borrowings,-123,0,0,0,-13,-531,-6,-3
  └─ Interest paid fin,-69,-71,-77,-82,-90,-90,-42,-66
  └─ Other financing items,0,0,0,0,0,0,0,-0
Net Cash Flow,8,-13,7,-8,14,286,-289,39
  └─ Free Cash Flow,200,-11,14,-2,8,-163,-415,-269
  └─ CFO/OP,168%,487%,115%,54%,64%,1%,-4%,34%
