Metric,Mar 2007,Mar 2008,Mar 2010,Mar 2011,Mar 2012
Cash from Operating Activity,-3.25,-2.60,4.71,0.90,0.52
  └─ Profit from operations,2.63,2.55,2.36,3.78,3.91
  └─ Receivables,-2.16,-2.21,0.34,-1.45,-2.79
  └─ Inventory,-2.10,2.07,-0.45,-1.36,-2.09
  └─ Payables,-0.26,0.74,0.94,0.26,2.50
  └─ Loans Advances,-0.67,-5.13,1.52,0.00,0.00
  └─ Other WC items,0.00,0.00,0.02,-0.17,-0.22
  └─ Working capital changes,-5.19,-4.53,2.37,-2.72,-2.60
  └─ Direct taxes,-0.69,-0.62,-0.02,-0.16,-0.78
  └─ Other operating items,0.00,0.00,0.00,0.00,-0.01
Cash from Investing Activity,-3.51,-0.34,-2.50,-1.35,-4.10
  └─ Fixed assets purchased,-1.38,-2.55,-0.81,-1.93,-3.36
  └─ Fixed assets sold,0.00,0.13,0.45,0.00,0.17
  └─ Capital WIP,0.11,-0.12,-0.41,0.00,0.00
  └─ Investments purchased,-0.02,0.00,0.00,-0.14,0.00
  └─ Subsidy received,0.00,0.01,0.00,0.00,0.00
  └─ Interest received,0.38,1.05,0.03,0.97,0.74
  └─ Loans to subsidiaries,-0.01,0.00,0.00,0.00,0.00
  └─ Inter corporate deposits,-2.59,1.14,-2.13,-0.22,0.19
  └─ Other investing items,0.00,0.00,0.37,-0.03,-1.84
Cash from Financing Activity,9.15,2.80,-0.82,-2.02,1.94
  └─ Proceeds from shares,10.47,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,4.02,1.11,0.00,3.41
  └─ Repayment of borrowings,-1.20,0.00,-0.86,-0.74,0.00
  └─ Interest paid fin,-1.07,0.00,-1.28,-1.28,-1.47
  └─ Dividends paid,0.00,-1.48,0.00,0.00,0.00
  └─ Other financing items,0.95,0.26,0.21,0.00,0.00
Net Cash Flow,2.39,-0.14,1.39,-2.47,-1.64
  └─ Free Cash Flow,-4.52,-5.14,3.94,-1.03,-2.67
  └─ CFO/OP,-100%,111%,2150%,30%,34%
