Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-3.38,-8.26,-3.55
  └─ Profit from operations,7.83,8.22,9.40
  └─ Receivables,-6.84,-1.95,-13.15
  └─ Inventory,-3.03,-6.44,-6.27
  └─ Payables,-2.01,1.02,13.63
  └─ Loans Advances,0.48,2.06,0.80
  └─ Other WC items,0.59,-9.52,-7.97
  └─ Working capital changes,-10.80,-14.83,-12.96
  └─ Direct taxes,-0.41,-1.65,0.00
Cash from Investing Activity,-2.70,-6.27,-22.14
  └─ Fixed assets purchased,-2.77,-5.07,-34.72
  └─ Fixed assets sold,0.07,0.00,0.00
  └─ Investments purchased,0.00,-1.20,-0.26
  └─ Interest received,0.00,0.01,0.38
  └─ Other investing items,0.00,0.00,12.46
Cash from Financing Activity,7.70,13.24,42.25
  └─ Proceeds from shares,17.55,15.18,5.54
  └─ Proceeds from borrowings,0.00,1.02,38.58
  └─ Repayment of borrowings,-8.79,-4.28,0.00
  └─ Interest paid fin,-1.06,-0.52,-0.49
  └─ Share application money,0.00,1.39,-1.39
  └─ Other financing items,0.00,0.45,0.00
Net Cash Flow,1.62,-1.30,16.56
  └─ Free Cash Flow,-6.08,-13.33,-38.27
  └─ CFO/OP,-38%,-83%,-39%
