Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,5,3,6,-22,-28
  └─ Profit from operations,8,14,16,47,57
  └─ Receivables,-4,-10,-7,-44,-51
  └─ Payables,-1,0,1,-0,-0
  └─ Other WC items,3,-1,-4,-25,-33
  └─ Working capital changes,-2,-10,-10,-69,-85
  └─ Direct taxes,-1,0,0,0,0
Cash from Investing Activity,-3,1,-34,2,-134
  └─ Fixed assets purchased,-1,-2,-6,-1,-3
  └─ Fixed assets sold,0,0,0,0,0
  └─ Investments purchased,-1,-0,-2,0,-0
  └─ Investments sold,0,2,0,3,0
  └─ Interest received,1,2,2,3,4
  └─ Dividends received,0,0,0,0,0
  └─ Other investing items,-2,-1,-27,-3,-135
Cash from Financing Activity,-4,-4,9,23,206
  └─ Proceeds from shares,0,0,0,0,319
  └─ Proceeds from borrowings,0,1,15,31,45
  └─ Repayment of borrowings,-0,-1,0,0,0
  └─ Interest paid fin,-3,-4,-5,-8,-11
  └─ Financial liabilities,0,0,-0,-0,-1
  └─ Other financing items,0,0,0,0,-146
Net Cash Flow,-2,0,-19,3,44
  └─ Free Cash Flow,4,2,-0,-23,-31
  └─ CFO/OP,78%,24%,36%,-45%,-51%
