Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0.27,-17.12,-2.52
  └─ Profit from operations,13.22,-5.77,4.22
  └─ Receivables,-8.04,-3.87,-1.48
  └─ Inventory,-0.03,0.02,-0.68
  └─ Payables,-5.76,2.74,-3.23
  └─ Loans Advances,-0.98,-7.66,-0.66
  └─ Other WC items,1.85,-2.59,-0.70
  └─ Working capital changes,-12.95,-11.36,-6.74
Cash from Investing Activity,1.45,-4.04,-0.28
  └─ Fixed assets purchased,-1.96,-1.34,-1.03
  └─ Investments purchased,-1.58,-4.05,0.00
  └─ Interest received,0.62,1.27,0.67
  └─ Other investing items,4.36,0.08,0.08
Cash from Financing Activity,14.86,16.56,1.75
  └─ Proceeds from shares,20.26,10.32,-0.00
  └─ Proceeds from borrowings,-0.00,6.56,2.74
  └─ Repayment of borrowings,-1.13,-0.00,-0.00
  └─ Interest paid fin,-2.41,-0.31,-0.99
  └─ Other financing items,-1.87,-0.00,-0.00
Net Cash Flow,16.58,-4.59,-1.05
  └─ Free Cash Flow,-1.69,-18.46,-3.55
  └─ CFO/OP,3%,-160%,-19%
