Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019
Cash from Operating Activity,0,3,-125,7,44,-7,31,1
  └─ Profit from operations,0.00,0.68,5.88,17.36,13.96,15.78,15.84,11.00
  └─ Receivables,0.00,-0.07,-64.12,17.84,10.56,-9.50,-2.77,-9.13
  └─ Inventory,0.00,-0.64,-82.09,-11.21,6.23,-18.41,11.42,0.00
  └─ Payables,0.00,2.88,55.73,-27.27,10.23,0.27,-0.79,0.62
  └─ Loans Advances,0.00,0.00,-44.50,3.52,-0.93,-17.64,5.38,-2.94
  └─ Other WC items,0.00,0.00,4.73,5.02,3.96,17.07,-0.25,-2.21
  └─ Working capital changes,0.00,2.18,-130.25,-12.11,30.05,-28.21,12.99,-13.67
  └─ Interest paid,0.00,0.00,0.00,3.85,0.89,6.61,4.79,6.78
  └─ Direct taxes,0.00,-0.32,-1.09,-2.24,-1.14,-1.22,-2.20,-2.83
Cash from Investing Activity,0,-0,-36,26,-30,-12,-30,-1
  └─ Fixed assets purchased,-0.11,-0.60,0.00,-6.87,-9.00,-13.71,-9.62,-9.13
  └─ Capital WIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04
  └─ Investments purchased,0.00,-24.55,0.00,0.00,-0.29,0.00,-17.33,0.00
  └─ Investments sold,0.00,24.72,0.00,11.13,10.04,4.41,0.00,4.89
  └─ Interest received,0.00,0.00,0.00,1.35,2.32,1.50,2.29,4.11
  └─ Dividends received,0.00,0.01,0.01,0.00,0.01,0.02,0.04,0.31
  └─ Investment in group cos,0.00,0.00,0.00,0.34,-0.10,0.00,0.00,0.00
  └─ Other investing items,0.11,0.00,-36.29,19.76,-33.21,-3.86,-5.68,-1.53
Cash from Financing Activity,0,-0,180,-27,-17,19,1,12
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,26.88,0.81,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,166.77,0.46,11.89,23.38,4.68,20.60
  └─ Repayment of borrowings,0.00,0.00,0.00,-19.74,-52.17,0.00,-9.71,0.00
  └─ Interest paid fin,0.00,0.00,0.00,-7.49,-8.37,-5.45,-5.86,-6.61
  └─ Dividends paid,0.00,-0.18,-0.28,-0.28,-0.06,-0.04,-0.48,-1.16
  └─ Share application money,0.00,0.00,13.67,0.00,0.00,0.00,0.00,0.00
  └─ Application money refund,0.00,0.00,0.00,0.00,0.00,0.00,3.26,0.00
  └─ Other financing items,0.00,0.00,0.00,-0.05,4.44,0.00,8.75,-0.32
Net Cash Flow,0,2,18,5,-4,0,2,12
  └─ Free Cash Flow,-0,2,-125,0,35,-21,22,-8
  └─ CFO/OP,0%,220%,-876%,33%,197%,-28%,142%,16%
