Metric,Mar 2016,Mar 2017,Mar 2018
Cash from Operating Activity,-37,-129,-147
  └─ Profit from operations,-77,-152,-131
  └─ Receivables,2,4,4
  └─ Inventory,-12,-34,5
  └─ Payables,2,18,-4
  └─ Other WC items,48,35,-20
  └─ Working capital changes,40,23,-16
  └─ Direct taxes,-0,-0,-0
Cash from Investing Activity,84,161,151
  └─ Fixed assets purchased,-0,-1,-0
  └─ Capital WIP,-0,2,0
  └─ Investments sold,84,160,151
  └─ Interest received,1,1,1
Cash from Financing Activity,-43,-30,-5
  └─ Proceeds from borrowings,14.45,6.06,5.89
  └─ Repayment of borrowings,-28.67,-16.40,-0.74
  └─ Interest paid fin,-29.41,-19.69,-10.64
  └─ Dividends paid,0.74,0.00,0.00
Net Cash Flow,4,1,-2
  └─ Free Cash Flow,-38,-129,-147
  └─ CFO/OP,-500%,85%,113%
