Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,54,-1,52,16,-64,-80
  └─ Profit from operations,1,8,28,29,79,72
  └─ Receivables,17,-2,-1,2,-51,-12
  └─ Inventory,8,22,26,-6,-155,-239
  └─ Payables,-16,6,2,-7,52,-4
  └─ Loans Advances,5,-10,12,-2,-4,-36
  └─ Operating borrowings,40,-20,-15,16,6,15
  └─ Other WC items,-1,-2,4,-11,18,150
  └─ Working capital changes,54,-6,28,-7,-134,-126
  └─ Direct taxes,-2,-3,-5,-6,-9,-26
Cash from Investing Activity,-1,20,-13,-11,18,3
  └─ Fixed assets purchased,-0.31,-0.86,-1.79,-2.39,-3.81,-4.11
  └─ Fixed assets sold,0.56,0.00,0.00,0.00,0.09,0.14
  └─ Investments purchased,-0.69,-0.11,-23.91,-4.21,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,2.04,6.61
  └─ Interest received,1.73,1.14,1.12,1.59,2.05,2.89
  └─ Redemp n Canc of Shares,0.00,0.00,8.34,0.00,0.00,0.00
  └─ Inter corporate deposits,0.00,0.00,0.00,-5.78,17.21,0.00
  └─ Other investing items,-2.40,19.74,3.21,0.00,0.00,-2.65
Cash from Financing Activity,-59,-10,-38,-8,94,70
  └─ Proceeds from shares,0,0,0,20,53,0
  └─ Proceeds from borrowings,0,7,0,0,46,77
  └─ Repayment of borrowings,-45,0,-16,-7,0,0
  └─ Interest paid fin,-3,-3,-3,-4,-5,-7
  └─ Other financing items,-12,-14,-19,-17,0,0
Net Cash Flow,-6,9,1,-3,47,-7
  └─ Free Cash Flow,54,-2,50,13,-68,-84
  └─ CFO/OP,4979%,31%,286%,68%,-71%,-76%
