Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-21,-51,15,-237,2,-141,25,-92,98,-104
  └─ Profit from operations,-18,-34,-17,11,46,48,91,118,122,105
  └─ Receivables,18,-0,-1,1,0,-0,-0,0,-0,-0
  └─ Inventory,-2,-1,0,0,0,0,0,0,0,0
  └─ Payables,-20,2,-1,12,1,-0,-0,-0,0,-0
  └─ Loans Advances,-1,-31,-24,-43,-72,-113,79,-3,-49,-115
  └─ Operating borrowings,-2,16,0,0,0,0,0,0,0,0
  └─ Operating Deposits,0,0,0,-197,-257,-605,-169,-286,250,-64
  └─ Other WC items,4,-2,59,-20,283,533,28,96,-205,-10
  └─ Working capital changes,-3,-17,33,-247,-45,-185,-63,-193,-4,-190
  └─ Direct taxes,0,0,-0,-1,0,-3,-3,-16,-20,-18
  └─ Other operating items,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activity,2,-5,1,39,-1,-12,-8,-13,-7,-7
  └─ Fixed assets purchased,-0.28,-2.20,-1.57,-12.17,-4.13,-7.46,-13.57,-19.42,-8.03,-6.91
  └─ Fixed assets sold,0.00,0.00,0.00,0.67,1.66,0.67,0.66,0.55,0.66,0.20
  └─ Investments purchased,-3753.19,-3974.27,0.00,-10.03,-0.77,-5.48,-179.09,-116.90,-124.51,0.00
  └─ Investments sold,3753.19,3975.71,0.17,4.43,2.38,0.23,183.93,123.22,124.85,0.05
  └─ Interest received,0.50,0.93,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Dividends received,0.00,0.02,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,1.76,-5.00,0.00,56.18,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Financing Activity,87,-1,27,156,-4,225,-85,154,-141,127
  └─ Proceeds from shares,88,0,0,100,1,202,45,16,1,0
  └─ Proceeds from borrowings,0,0,76,0,115,45,0,167,0,161
  └─ Repayment of borrowings,0,0,0,0,0,0,-110,0,-119,0
  └─ Corporate loans,0,0,0,357,760,575,0,0,0,0
  └─ Proceeds from deposits,0,0,0,0,0,0,700,580,0,0
  └─ Interest paid fin,-1,-1,-7,-15,-20,-22,-21,-29,-24,-33
  └─ Other financing items,0,0,-42,-286,-860,-575,-700,-580,0,-1
Net Cash Flow,68,-56,43,-42,-3,73,-68,50,-51,17
  └─ Free Cash Flow,-21,-53,14,-248,-0,-147,12,-111,91,-110
  └─ CFO/OP,142%,161%,-91%,-2481%,5%,-294%,32%,-68%,93%,-85%
