Metric,Mar 2012,Mar 2013,Mar 2014
Cash from Operating Activity,0.50,1.37,
  └─ Profit from operations,1.07,1.14,
  └─ Receivables,-0.58,-0.33,
  └─ Payables,0.23,0.61,
  └─ Loans Advances,0.10,0.04,
  └─ Other WC items,-0.12,0.09,
  └─ Working capital changes,-0.37,0.41,
  └─ Direct taxes,-0.20,-0.18,
Cash from Investing Activity,-0.31,-1.86,
  └─ Fixed assets purchased,-0.23,-1.38,
  └─ Fixed assets sold,0.03,0.04,
  └─ Investments sold,0.71,0.15,
  └─ Other investing items,-0.82,-0.67,
Cash from Financing Activity,0.02,0.21,
  └─ Proceeds from borrowings,0.04,0.60,
  └─ Interest paid fin,-0.02,-0.04,
  └─ Dividends paid,0.00,-0.35,
Net Cash Flow,0.21,-0.28,
  └─ Free Cash Flow,0.30,0.03,
  └─ CFO/OP,71%,157%,
