Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity,-1,2,0,0,-91
  └─ Profit from operations,1,4,3,14,29
  └─ Receivables,2,-3,-3,-13,-20
  └─ Inventory,-1,1,-1,-0,-1
  └─ Payables,0,0,1,3,8
  └─ Loans Advances,0,0,0,0,0
  └─ Other WC items,-4,0,-0,-1,-100
  └─ Working capital changes,-2,-2,-2,-10,-113
  └─ Direct taxes,-0,-0,-1,-3,-8
Cash from Investing Activity,-0,-1,-1,-4,-35
  └─ Fixed assets purchased,-0.24,-0.64,-1.01,-3.55,-6.33
  └─ Fixed assets sold,0.03,0.01,0.03,0.00,0.00
  └─ Capital WIP,0.00,0.00,0.00,0.00,-29.38
  └─ Investments purchased,0.00,0.00,0.00,-0.37,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.58
  └─ Interest received,0.04,0.01,0.02,0.03,0.33
Cash from Financing Activity,-0,-0,-0,4,129
  └─ Proceeds from shares,0,0,0,4,105
  └─ Proceeds from borrowings,0,0,0,1,0
  └─ Repayment of borrowings,-0,-0,-0,0,0
  └─ Interest paid fin,-0,-0,-0,-0,-0
  └─ Other financing items,0,0,0,0,23
Net Cash Flow,-1,1,-1,1,3
  └─ Free Cash Flow,-1,1,-1,-3,-127
  └─ CFO/OP,-75%,518%,24%,27%,-300%
