Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,32,5,20,-29,14,7,12
  └─ Profit from operations,22.26,28.88,31.85,18.19,34.41,39.34,8.63
  └─ Receivables,-0.51,-4.74,-8.45,-15.96,-31.74,-21.16,-0.04
  └─ Inventory,0.42,-10.34,-16.02,-18.11,-8.27,-7.07,6.13
  └─ Payables,-1.32,6.58,9.50,-4.75,12.37,8.28,3.65
  └─ Loans Advances,0.95,-5.15,6.53,-9.39,2.40,0.90,3.68
  └─ Other WC items,11.86,-4.14,3.12,2.71,6.19,-7.70,-8.98
  └─ Working capital changes,11.40,-17.79,-5.33,-45.49,-19.06,-26.76,4.44
  └─ Direct taxes,-1.44,-6.25,-6.14,-1.21,-1.12,-5.82,-1.07
Cash from Investing Activity,-15,-19,-25,-26,-11,-13,-4
  └─ Fixed assets purchased,-10.89,-19.63,-30.98,-36.36,-10.59,-12.93,-6.04
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.00,0.00,1.21
  └─ Interest received,0.60,0.58,0.44,1.41,0.10,0.27,0.80
  └─ Other investing items,-4.63,0.42,5.26,8.54,-0.80,-0.79,0.06
Cash from Financing Activity,-17,14,6,54,-3,10,-11
  └─ Proceeds from shares,0.00,0.07,0.00,0.00,0.00,50.35,0.00
  └─ Proceeds from borrowings,0.00,17.36,8.67,60.60,17.24,5.28,8.18
  └─ Repayment of borrowings,-14.43,0.00,0.00,0.00,-10.61,-32.50,-14.79
  └─ Interest paid fin,-2.97,-2.94,-3.14,-6.33,-10.01,-8.05,-4.94
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,-4.92,0.12
Net Cash Flow,-0,1,1,-1,-0,3,-3
  └─ Free Cash Flow,21,-15,-11,-65,4,-6,7
  └─ CFO/OP,169%,40%,90%,-158%,49%,34%,228%
