Metric,Mar 2010,Mar 2011,Mar 2012,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity,,1,2,6,0,4,16,-30,-7
  └─ Profit from operations,,0.69,0.62,2.93,-6.69,6.96,21.30,24.06,9.94
  └─ Receivables,,-2.84,-1.36,0.89,2.28,-9.33,-15.87,-9.56,-19.16
  └─ Inventory,,0.00,0.00,3.45,3.98,-0.44,-10.68,-30.14,1.01
  └─ Payables,,2.55,1.81,1.39,-2.92,2.48,16.92,14.65,-13.81
  └─ Loans Advances,,-0.66,-0.60,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Operating borrowings,,0.00,0.00,0.04,0.58,3.69,22.27,3.21,30.59
  └─ Other WC items,,1.16,1.22,-2.74,3.03,0.75,-17.75,-32.58,-16.47
  └─ Working capital changes,,0.21,1.07,3.03,6.95,-2.85,-5.11,-54.41,-17.84
  └─ Direct taxes,,-0.03,-0.02,0.00,0.00,0.00,0.00,0.00,1.16
Cash from Investing Activity,,-3,-0,-4,-1,-1,-47,-16,25
  └─ Fixed assets purchased,,-2.56,-0.06,-3.49,-0.70,-1.21,-41.05,-16.49,-1.38
  └─ Fixed assets sold,,0.00,0.00,0.03,0.01,0.00,0.00,0.00,0.00
  └─ Investments purchased,,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,-0.02
  └─ Interest received,,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.63
  └─ Other investing items,,0.00,0.00,-0.24,-0.02,0.65,-6.34,0.15,25.51
Cash from Financing Activity,,2,-1,-1,-0,-3,33,44,-18
  └─ Proceeds from shares,,0.05,0.00,0.00,0.00,0.00,23.28,4.63,0.00
  └─ Proceeds from borrowings,,0.00,0.00,0.00,1.21,0.55,22.59,37.23,0.00
  └─ Repayment of borrowings,,2.19,-0.34,-0.15,0.00,-1.37,0.00,0.00,-2.36
  └─ Interest paid fin,,-0.31,-0.32,-1.15,-1.96,-1.88,-5.56,-9.88,0.00
  └─ Financial liabilities,,0.00,0.00,0.00,0.00,0.00,-0.46,-0.85,-4.07
  └─ Other financing items,,0.00,0.00,0.02,0.47,-0.03,-7.11,13.11,-11.87
Net Cash Flow,,0,1,1,-1,1,2,-2,-0
  └─ Free Cash Flow,,-2,2,2,-0,3,-25,-47,-8
  └─ CFO/OP,,122%,331%,215%,-5%,61%,94%,-128%,-124%
