Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,2,6,12,11,3,4,4,16
  └─ Profit from operations,6.98,7.85,7.75,6.03,13.11,13.64,14.10,15.19,17.31
  └─ Receivables,-1.62,-0.49,-3.33,6.11,1.79,-3.47,-0.58,-4.63,-4.83
  └─ Inventory,-3.37,-1.21,-3.33,4.82,-1.22,-4.91,-3.10,-7.13,-4.75
  └─ Payables,-0.09,-2.41,6.19,-4.84,0.02,1.28,-3.60,2.74,9.69
  └─ Other WC items,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00
  └─ Working capital changes,-5.08,-4.10,-0.47,6.43,0.59,-7.11,-7.28,-9.02,0.11
  └─ Direct taxes,-1.62,-1.64,-1.32,-0.90,-2.92,-3.42,-2.35,-2.09,-1.21
Cash from Investing Activity,-4,-1,-4,-6,-13,-0,-10,-25,3
  └─ Fixed assets purchased,-2.25,-2.43,-4.74,-3.30,-7.31,-4.81,-6.35,-27.97,-8.05
  └─ Fixed assets sold,0.01,0.21,0.53,1.70,1.86,0.02,0.06,0.04,0.20
  └─ Investments purchased,-2.25,-4.07,-0.20,-1.50,-0.76,0.00,0.00,0.00,0.00
  └─ Investments sold,0.52,5.25,0.80,0.00,1.86,0.77,0.00,0.14,0.00
  └─ Interest received,0.11,0.11,0.15,0.24,0.51,0.73,1.14,1.15,0.49
  └─ Dividends received,0.06,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,-0.11,-0.55,-3.00,-8.83,3.09,-4.82,1.82,10.12
Cash from Financing Activity,4,-1,-2,-4,-0,-3,4,21,-16
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,0.00,5.72,17.17,0.00
  └─ Proceeds from borrowings,15.59,15.18,22.54,9.91,9.50,14.05,13.36,25.22,17.70
  └─ Repayment of borrowings,-10.88,-15.44,-23.45,-12.88,-8.83,-15.03,-11.63,-15.29,-27.61
  └─ Interest paid fin,-0.84,-1.03,-1.19,-0.64,-0.69,-1.24,-1.50,-2.60,-2.32
  └─ Financial liabilities,0.00,0.00,0.00,0.00,-0.16,-0.45,-1.57,-3.74,-3.82
Net Cash Flow,0,-0,-0,2,-2,0,-1,0,3
  └─ Free Cash Flow,-2,-0,2,10,5,-2,-2,-24,8
  └─ CFO/OP,28%,50%,98%,175%,107%,47%,48%,40%,98%
