Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,229,284,626,398,441,436
  └─ Profit from operations,263,514,693,487,718,573
  └─ Receivables,-42,-137,90,-12,-54,-184
  └─ Inventory,-6,-100,-58,-51,-125,39
  └─ Payables,26,15,22,55,3,73
  └─ Loans Advances,0,-0,0,-0,0,0
  └─ Other WC items,16,54,-14,-30,9,7
  └─ Working capital changes,-6,-169,41,-38,-167,-64
  └─ Direct taxes,-29,-60,-107,-51,-110,-73
Cash from Investing Activity,-197,-455,-437,-401,-262,-355
  └─ Fixed assets purchased,-197,-456,-416,-398,-195,-394
  └─ Fixed assets sold,0,0,0,0,8,9
  └─ Investments purchased,0,0,0,0,-308,-101
  └─ Investments sold,0,0,0,0,233,178
  └─ Interest received,0,0,1,0,0,1
  └─ Acquisition of companies,0,0,-21,0,0,0
  └─ Other investing items,-0,1,-1,-3,-1,-47
Cash from Financing Activity,-32,195,-200,-8,-164,-94
  └─ Proceeds from shares,0,0,0,0,333,0
  └─ Proceeds from borrowings,96,364,86,342,137,65
  └─ Repayment of borrowings,-87,-120,-139,-196,-420,-86
  └─ Interest paid fin,-40,-48,-60,-72,-66,-49
  └─ Dividends paid,0,0,-24,-25,-42,-18
  └─ Financial liabilities,-1,-1,-1,-1,-2,-6
  └─ Other financing items,0,0,-61,-55,-103,0
Net Cash Flow,1,24,-11,-11,15,-14
  └─ Free Cash Flow,32,-172,210,-1,254,50
  └─ CFO/OP,99%,68%,106%,93%,78%,90%
