Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,616,600,328,259,990,1176,1797,1803,2100,2022
  └─ Profit from operations,575,697,647,673,873,1191,1783,2165,2370,2688
  └─ Receivables,-104,-271,-174,-440,91,-120,199,-248,-73,-213
  └─ Inventory,15,-16,-26,-49,26,14,-17,-10,-19,-14
  └─ Payables,128,253,-83,112,185,60,27,-29,-36,-72
  └─ Other WC items,88,39,-6,-1,-119,154,-14,173,132,-23
  └─ Working capital changes,126,5,-289,-378,183,108,195,-114,4,-320
  └─ Direct taxes,-85,-102,-30,-36,-66,-122,-181,-248,-274,-347
Cash from Investing Activity,-1052,-1098,-495,-378,-1637,-801,-883,-4202,-1691,-2062
  └─ Fixed assets purchased,-1040,-938,-552,-659,-1723,-509,-279,-249,-2076,-2492
  └─ Fixed assets sold,0,0,200,0,130,2,10,0,1,3
  └─ Investments purchased,-1091,-1029,-1370,-1070,-33,0,-397,-380,-2303,-119
  └─ Investments sold,1069,861,1179,1245,115,12,378,503,2445,331
  └─ Interest received,18,8,47,59,31,53,171,139,253,284
  └─ Invest in subsidiaries,0,0,0,0,0,0,0,-4,0,0
  └─ Acquisition of companies,0,0,0,0,0,0,0,-1822,-964,0
  └─ Other investing items,-9,0,0,46,-158,-360,-765,-2389,952,-69
Cash from Financing Activity,387,540,140,226,641,3,-825,2504,-521,227
  └─ Proceeds from shares,0,492,0,0,0,0,0,2800,0,0
  └─ Proceeds from borrowings,611,1476,763,1546,1344,3511,68,1003,1166,2850
  └─ Repayment of borrowings,-136,-1325,-501,-1089,-455,-3120,-573,-961,-1194,-2061
  └─ Interest paid fin,-88,-119,-122,-216,-225,-362,-273,-248,-306,-327
  └─ Dividends paid,0,0,0,0,0,0,0,0,-116,-168
  └─ Financial liabilities,0,0,0,-15,-22,-25,-32,-40,-44,-59
  └─ Other financing items,0,16,-0,0,0,-1,-14,-50,-28,-8
Net Cash Flow,-49,41,-27,107,-6,377,90,105,-112,186
  └─ Free Cash Flow,-424,-338,-24,-400,-602,669,1528,1555,26,-467
  └─ CFO/OP,137%,119%,67%,48%,129%,117%,122%,104%,105%,91%
