Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,9,-2,11,7,10,7,7,-2,23
  └─ Profit from operations,6.12,-1.26,7.17,18.60,21.15,24.29,19.34,35.41,-0.25
  └─ Receivables,11.50,4.30,-8.86,-3.96,6.79,-8.57,-2.97,-48.25,39.79
  └─ Inventory,-1.96,1.37,-1.52,1.73,-7.20,-1.34,-1.55,-8.39,0.13
  └─ Payables,0.04,-2.29,12.76,6.49,-8.88,-3.56,-0.74,19.59,-18.21
  └─ Loans Advances,-1.79,-1.21,0.71,-1.78,-2.50,1.36,-1.90,2.76,1.48
  └─ Operating investments,0.00,0.00,0.00,-0.85,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,-2.86,-1.57,2.30,-12.94,3.09,3.67,0.61,2.24,3.97
  └─ Working capital changes,4.93,0.60,5.38,-11.31,-8.70,-8.46,-6.56,-32.05,27.16
  └─ Direct taxes,-1.68,-1.58,-1.55,-0.33,-2.34,-6.11,-5.64,-5.42,-4.27
  └─ Exceptional CF items,0.00,0.00,0.00,0.00,0.00,-2.52,0.00,0.00,0.00
Cash from Investing Activity,-12,-3,-1,4,-9,-35,-30,-7,-15
  └─ Fixed assets purchased,-4.86,-2.14,0.00,-0.52,-9.46,-33.52,-36.39,-11.05,-15.53
  └─ Fixed assets sold,0.04,0.27,0.14,2.03,0.08,0.00,3.25,0.00,0.00
  └─ Investments purchased,-9.47,-1.10,-2.88,-1.13,-0.84,0.00,0.00,0.00,0.00
  └─ Investments sold,1.46,0.00,0.92,3.57,1.85,0.00,0.00,0.00,0.00
  └─ Interest received,0.36,0.18,0.35,0.97,0.90,0.97,0.36,0.26,0.20
  └─ Dividends received,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.86,0.00,0.00,-1.33,-1.08,-2.09,2.50,3.65,0.00
Cash from Financing Activity,7,-2,-8,-12,-5,35,4,15,-8
  └─ Proceeds from shares,0.00,0.00,0.00,0.01,0.00,41.57,0.06,0.09,0.03
  └─ Proceeds from borrowings,15.17,0.18,0.40,0.13,2.38,0.00,4.70,15.51,4.63
  └─ Repayment of borrowings,-6.91,-0.78,-6.35,-10.95,-1.93,-6.18,0.00,0.00,-12.03
  └─ Interest paid fin,-1.64,-2.35,-2.16,-1.36,-0.60,-0.47,-0.40,-0.73,-0.43
  └─ Dividends paid,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00
  └─ Other financing items,0.00,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,4,-7,1,-2,-4,7,-19,6,-0
  └─ Free Cash Flow,5,-4,11,8,1,-26,-26,-13,7
  └─ CFO/OP,226%,20%,197%,65%,62%,55%,63%,9%,-1703%
