Metric,Mar 2015,Mar 2016,Mar 2017
Cash from Operating Activity,0.04,0.01,0.03
  └─ Profit from operations,0.03,0.00,0.01
  └─ Other WC items,0.01,0.02,0.02
  └─ Working capital changes,0.01,0.02,0.02
  └─ Direct taxes,0.00,-0.01,0.00
Cash from Investing Activity,-0.07,0.00,-0.05
  └─ Investments purchased,-0.06,-0.12,-0.22
  └─ Investments sold,0.00,0.08,0.12
  └─ Other investing items,-0.01,0.03,0.05
Cash from Financing Activity,0.00,0.00,0.00
Net Cash Flow,-0.03,0.01,-0.02
  └─ Free Cash Flow,0.04,0.01,0.03
  └─ CFO/OP,-57%,200%,-21%
