Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,138,126,306,762,-23,298,427,433
  └─ Profit from operations,203,203,252,377,339,378,459,523
  └─ Receivables,-46,46,-3,-84,80,-79,-2,1
  └─ Payables,38,-72,130,571,-348,144,257,12
  └─ Other WC items,2,-2,-8,1,-1,-38,-156,55
  └─ Working capital changes,-5,-28,120,489,-269,26,99,67
  └─ Direct taxes,-60,-49,-65,-103,-93,-106,-131,-158
Cash from Investing Activity,-62,-3,-196,-448,70,-24,-196,-231
  └─ Fixed assets purchased,-4,-8,-21,-11,-9,-15,-8,-15
  └─ Fixed assets sold,0,0,0,0,0,1,0,0
  └─ Investments purchased,-107,0,-135,-498,0,-26,-211,-305
  └─ Investments sold,0,4,0,0,104,0,0,0
  └─ Interest received,8,2,2,10,7,22,41,83
  └─ Dividends received,0,0,0,0,1,0,0,0
  └─ Other investing items,41,-0,-42,51,-33,-6,-19,5
Cash from Financing Activity,-78,-161,-77,-136,-215,-183,-272,-272
  └─ Proceeds from shares,2,1,2,2,1,0,0,1
  └─ Interest paid fin,-0,-1,-2,-2,-1,-1,-1,-1
  └─ Dividends paid,-66,-75,-75,-135,-90,-178,-267,-267
  └─ Financial liabilities,0,-2,-3,-2,-3,-4,-4,-5
  └─ Other financing items,-14,-84,0,0,-122,0,0,0
Net Cash Flow,-2,-38,33,178,-167,91,-41,-70
  └─ Free Cash Flow,135,118,285,751,-31,284,420,418
  └─ CFO/OP,98%,87%,148%,238%,21%,107%,123%,114%
